id,name,stock_id,stock_name,price,convert_value,premium_rt,rating_cd,pb,convert_amt_ratio,convert_amt_ratio2,next_put_dt,put_price,put_convert_price,maturity_dt,redeem_price,last_time,force_redeem,redeem_dt,force_redeem_price
123102,华自转债,300490.sz,华自科技,238.02,271.78,-12.42%,AA-,3.42,10.7%,10.4%,2025-03-11,100.000,6.47,2027-03-11,119.000,5.540,X,,12.03
113048,晶科转债,601778.ss,晶科科技,149.96,158.76,-5.54%,AA,2.06,19.8%,12.5%,2025-04-22,100.000,3.84,2027-04-22,112.000,5.655,X,,7.12
127029,中钢转债,000928.sz,中钢国际,179.1,185.23,-3.31%,AA+,2.32,7.0%,7.0%,2025-03-18,100.000,4.12,2027-03-18,113.000,5.559,X,,7.66
132014,18中化EB,601117.ss,中国化学,172.19,174.19,-0.97%,AAA,1.58,3.6%,3.6%,2022-04-24,100.000,4.99,2023-04-24,106.000,1.658,N,,9.27
123033,金力转债,300748.sz,金力永磁,146.39,147.75,-0.92%,AA-,11.74,0.6%,0.4%,2023-10-31,100.000,17.71,2025-10-31,114.000,4.181,Y,2021-08-30,32.89
113012,骆驼转债,601311.ss,骆驼股份,150.31,151.42,-0.73%,AA,2.12,0.7%,0.7%,2021-03-23,100.000,6.90,2023-03-24,105.000,1.573,Y,2021-09-02,12.82
128050,钧达转债,002865.sz,钧达股份,219.721,221.28,-0.71%,AA-,3.99,3.3%,3.2%,2022-12-10,100.000,10.36,2024-12-10,118.000,3.290,N,,19.24
123079,运达转债,300772.sz,运达股份,246.0,247.35,-0.55%,AA,6.82,1.3%,0.7%,2024-11-29,100.000,10.58,2026-11-30,110.000,5.263,Y,2021-09-08,19.66
123030,九洲转债,300040.sz,九洲集团,220.4,221.5,-0.50%,AA-,2.06,2.5%,1.9%,2023-08-21,100.000,2.80,2025-08-19,115.000,3.981,Y,2021-09-14,5.20
113612,永冠转债,603681.ss,永冠新材,158.01,158.72,-0.45%,AA-,3.29,12.0%,4.4%,2024-12-09,100.000,14.41,2026-12-07,115.000,5.282,Y,2021-09-09,26.77
