id,name,stock_id,stock_name,price,convert_value,premium_rt,rating_cd,pb,convert_amt_ratio,convert_amt_ratio2,next_put_dt,put_price,put_convert_price,maturity_dt,redeem_price,last_time,force_redeem,redeem_dt,force_redeem_price
123102,华自转债,300490.sz,华自科技,268.3,287.57,-6.70%,AA-,3.60,10.1%,9.8%,2025-03-11,100.000,6.47,2027-03-11,119.000,5.501,X,,12.03
127029,中钢转债,000928.sz,中钢国际,185.35,187.78,-1.29%,AA+,2.35,6.9%,6.9%,2025-03-18,100.000,4.12,2027-03-18,113.000,5.521,X,,7.66
123030,九洲转债,300040.sz,九洲集团,239.76,241.25,-0.62%,AA-,2.24,1.6%,1.2%,2023-08-21,100.000,2.80,2025-08-19,115.000,3.942,Y,2021-09-14,5.20
127020,中金转债,000060.sz,中金岭南,138.799,139.52,-0.52%,AA+,1.84,16.4%,16.4%,2024-07-22,100.000,3.24,2026-07-19,110.000,4.858,X,,6.02
113572,三祥转债,603663.ss,三祥新材,170.16,170.9,-0.43%,A+,6.78,3.1%,3.1%,2024-03-11,100.000,9.86,2026-03-11,108.000,4.501,Y,2021-09-23,18.32
113014,林洋转债,601222.ss,林洋能源,142.81,143.13,-0.22%,AA,1.89,6.4%,6.8%,2021-10-27,100.000,5.91,2023-10-27,106.000,2.129,Y,2021-09-28,10.97
120004,20华菱EB,000932.sz,华菱钢铁,177.1,177.44,-0.19%,AAA,1.51,3.0%,2.5%,2024-01-09,100.000,3.44,2025-01-08,110.000,3.332,X,,6.40
123068,弘信转债,300657.sz,弘信电子,156.3,156.45,-0.10%,AA-,6.90,5.5%,5.2%,2024-10-14,100.000,10.74,2026-10-14,115.000,5.096,X,,19.94
113528,长城转债,603897.ss,长城科技,225.11,225.31,-0.09%,AA-,4.39,5.7%,5.7%,2023-03-01,100.000,16.34,2025-03-01,112.000,3.474,N,,30.36
110033,国贸转债,600755.ss,厦门国贸,137.78,137.8,-0.01%,AAA,0.66,6.0%,5.7%,2020-01-05,100.000,4.70,2022-01-05,108.000,0.321,X,,8.74
113016,小康转债,601127.ss,小康股份,441.99,442.04,-0.01%,AA-,13.06,0.3%,0.2%,2021-11-06,100.000,11.87,2023-11-06,106.000,2.156,N,,22.05
113525,台华转债,603055.ss,台华新材,221.32,221.21,0.05%,AA,4.46,3.2%,3.0%,2022-12-17,100.000,5.45,2024-12-16,110.000,3.268,N,,10.11
127040,国泰转债,002091.sz,江苏国泰,166.99,166.74,0.15%,AA+,2.55,20.0%,19.4%,2025-07-07,100.000,6.31,2027-07-06,108.000,5.822,X,,11.73
128103,同德转债,002360.sz,同德化工,197.77,197.44,0.17%,A+,3.01,3.5%,2.7%,2024-03-25,100.000,3.56,2026-03-25,115.000,4.540,N,,6.60
128085,鸿达转债,002002.sz,鸿达兴业,165.822,165.47,0.21%,B,2.03,2.2%,2.2%,2023-12-18,100.000,2.74,2025-12-16,118.000,4.268,X,,5.08
113607,伟20转债,603568.ss,伟明环保,132.88,132.57,0.24%,AA,6.26,3.3%,3.3%,2024-11-01,100.000,15.20,2026-11-01,110.000,5.145,X,,28.22
120003,19华菱EB,000932.sz,华菱钢铁,196.299,195.3,0.51%,AAA,1.51,4.0%,3.3%,2023-11-24,100.000,3.13,2024-11-22,110.000,3.203,X,,5.81
127030,盛虹转债,000301.sz,东方盛虹,263.006,261.49,0.58%,AA+,9.18,7.8%,2.8%,2025-03-21,100.000,9.87,2027-03-22,108.000,5.532,X,,18.33
123067,斯莱转债,300382.sz,斯莱克,325.563,323.5,0.64%,AA-,15.45,2.0%,2.0%,2024-09-16,100.000,6.55,2026-09-16,115.000,5.019,N,,12.17
127018,本钢转债,000761.sz,本钢板材,141.39,140.44,0.68%,AAA,1.18,23.7%,21.3%,2024-06-28,100.000,3.51,2026-06-28,119.000,4.800,X,,6.53
123098,一品转债,300723.sz,一品红,135.35,133.87,1.11%,AA-,6.29,10.1%,4.3%,2025-01-27,100.000,17.84,2027-01-27,118.000,5.384,N,,33.12
113039,嘉泽转债,601619.ss,嘉泽新能,144.75,143.06,1.18%,AA,2.62,4.5%,4.4%,2024-08-23,100.000,2.42,2026-08-23,108.000,4.953,X,,4.50
132014,18中化EB,601117.ss,中国化学,186.15,183.76,1.49%,AAA,2.15,2.5%,2.0%,2022-04-24,100.000,5.17,2023-04-24,106.000,1.619,N,,9.61
113048,晶科转债,601778.ss,晶科科技,170.03,167.52,1.50%,AA,2.17,18.8%,11.8%,2025-04-22,100.000,3.84,2027-04-22,112.000,5.616,X,,7.12
