id,name,stock_id,stock_name,price,convert_value,premium_rt,rating_cd,pb,convert_amt_ratio,convert_amt_ratio2,next_put_dt,put_price,put_convert_price,maturity_dt,redeem_price,last_time,force_redeem,redeem_dt,force_redeem_price
123102,华自转债,300490.sz,华自科技,203.9,226.49,-9.97%,AA-,2.85,12.8%,12.5%,2025-03-11,100.000,6.47,2027-03-11,119.000,5.542,X,,12.03
127029,中钢转债,000928.sz,中钢国际,175.76,185.4,-5.20%,AA+,2.32,7.0%,7.0%,2025-03-18,100.000,4.12,2027-03-18,113.000,5.562,X,,7.66
113048,晶科转债,601778.ss,晶科科技,146.94,149.45,-1.68%,AA,1.94,21.0%,13.2%,2025-04-22,100.000,3.84,2027-04-22,112.000,5.658,X,,7.12
120004,20华菱EB,000932.sz,华菱钢铁,154.888,157.32,-1.54%,AAA,1.50,3.4%,2.8%,2024-01-09,100.000,3.44,2025-01-08,110.000,3.373,X,,6.40
120003,19华菱EB,000932.sz,华菱钢铁,170.958,173.15,-1.27%,AAA,1.50,4.5%,3.7%,2023-11-24,100.000,3.13,2024-11-22,110.000,3.244,X,,5.81
113612,永冠转债,603681.ss,永冠新材,160.61,161.83,-0.75%,AA-,3.36,14.0%,5.2%,2024-12-09,100.000,14.41,2026-12-07,115.000,5.285,Y,2021-09-09,26.77
123079,运达转债,300772.sz,运达股份,235.2,236.84,-0.69%,AA,6.53,1.5%,0.8%,2024-11-29,100.000,10.58,2026-11-30,110.000,5.266,Y,2021-09-08,19.66
113012,骆驼转债,601311.ss,骆驼股份,149.72,150.71,-0.66%,AA,2.11,1.0%,1.0%,2021-03-23,100.000,6.90,2023-03-24,105.000,1.575,Y,2021-09-02,12.82
123094,星源转2,300568.sz,星源材质,244.3,245.47,-0.48%,AA,11.27,1.0%,0.8%,2025-01-20,100.000,11.78,2027-01-19,112.000,5.403,Y,2021-09-06,25.53
123033,金力转债,300748.sz,金力永磁,142.18,142.81,-0.44%,AA-,11.35,0.9%,0.6%,2023-10-31,100.000,17.71,2025-10-31,114.000,4.184,Y,2021-08-30,32.89
113508,新凤转债,603225.ss,新凤鸣,110.04,110.42,-0.34%,AA,1.79,2.8%,2.7%,2022-04-26,100.000,10.96,2024-04-25,108.000,2.666,Y,2021-08-31,20.34
132014,18中化EB,601117.ss,中国化学,157.5,158.35,-0.34%,AAA,1.44,3.9%,3.9%,2022-04-24,100.000,4.99,2023-04-24,106.000,1.660,N,,9.27
128050,钧达转债,002865.sz,钧达股份,218.625,218.72,-0.04%,AA-,3.94,3.3%,3.2%,2022-12-10,100.000,10.36,2024-12-10,118.000,3.293,N,,19.24
128085,鸿达转债,002002.sz,鸿达兴业,140.2,140.15,0.03%,B,1.72,3.4%,3.4%,2023-12-18,100.000,2.74,2025-12-16,118.000,4.310,X,,5.08
127020,中金转债,000060.sz,中金岭南,126.4,126.13,0.21%,AA+,1.66,18.2%,18.2%,2024-07-22,100.000,3.24,2026-07-19,110.000,4.899,X,,6.02
128051,光华转债,002741.sz,光华科技,211.49,210.93,0.27%,AA-,7.77,0.5%,0.5%,2022-12-14,100.000,8.90,2024-12-14,110.000,3.304,Y,2021-09-07,16.54
123030,九洲转债,300040.sz,九洲集团,236.5,235.5,0.42%,AA-,2.22,2.4%,1.8%,2023-08-21,100.000,2.80,2025-08-19,115.000,3.984,Y,2021-09-14,5.20
128103,同德转债,002360.sz,同德化工,203.61,202.17,0.71%,A+,3.08,3.4%,2.7%,2024-03-25,100.000,3.56,2026-03-25,115.000,4.581,N,,6.60
123098,一品转债,300723.sz,一品红,137.97,136.97,0.73%,AA-,6.43,9.9%,4.2%,2025-01-27,100.000,17.84,2027-01-27,118.000,5.425,N,,33.12
113039,嘉泽转债,601619.ss,嘉泽新能,136.28,135.26,0.75%,AA,2.47,5.0%,4.9%,2024-08-23,100.000,2.42,2026-08-23,108.000,4.995,X,,4.50
123052,飞鹿转债,300665.sz,飞鹿股份,142.6,141.42,0.84%,A+,3.21,11.7%,8.7%,2024-06-04,100.000,4.93,2026-06-04,120.000,4.775,N,,9.16
123086,海兰转债,300065.sz,海兰信,147.538,145.8,1.19%,AA-,3.86,11.5%,9.6%,2024-12-10,100.000,5.09,2026-12-10,118.000,5.293,X,,9.45
113528,长城转债,603897.ss,长城科技,169.07,166.81,1.36%,AA-,3.36,7.9%,7.9%,2023-03-01,100.000,16.34,2025-03-01,112.000,3.515,N,,30.36
113621,彤程转债,603650.ss,彤程新材,190.96,187.86,1.65%,AA,14.69,1.5%,1.5%,2025-01-27,100.000,22.83,2027-01-25,110.000,5.419,N,,42.41
110033,国贸转债,600755.ss,厦门国贸,121.12,119.05,1.74%,AAA,0.61,7.7%,7.3%,2020-01-05,100.000,4.70,2022-01-05,108.000,0.362,X,,8.74
113016,小康转债,601127.ss,小康股份,397.84,390.62,1.85%,AA-,18.76,0.4%,0.3%,2021-11-06,100.000,11.87,2023-11-06,106.000,2.197,N,,22.05
128082,华锋转债,002806.sz,华锋股份,189.5,185.1,2.37%,A,3.09,7.5%,6.8%,2023-12-04,100.000,6.39,2025-12-03,115.000,4.274,X,,11.87
123085,万顺转2,300057.sz,万顺新材,142.78,139.35,2.46%,AA-,1.64,20.3%,15.0%,2024-12-10,100.000,4.34,2026-12-10,108.000,5.293,X,,8.06
113034,滨化转债,601678.ss,滨化股份,237.38,231.66,2.47%,AA,2.52,2.3%,2.3%,2024-04-09,100.000,3.21,2026-04-09,110.000,4.622,N,,5.95
123089,九洲转2,300040.sz,九洲集团,170.0,165.85,2.51%,AA-,2.22,7.6%,5.8%,2024-12-20,100.000,3.98,2026-12-20,115.000,5.321,N,,7.38
123067,斯莱转债,300382.sz,斯莱克,282.124,275.11,2.55%,AA-,13.14,2.3%,2.3%,2024-09-16,100.000,6.55,2026-09-16,115.000,5.060,N,,12.17
113585,寿仙转债,603896.ss,寿仙谷,143.96,140.24,2.65%,AA-,4.22,1.8%,1.8%,2024-06-10,100.000,19.87,2026-06-08,112.000,4.786,N,,36.89
113525,台华转债,603055.ss,台华新材,142.81,139.07,2.69%,AA,2.90,5.7%,5.2%,2022-12-17,100.000,5.45,2024-12-16,110.000,3.310,X,,10.11
128094,星帅转债,002860.sz,星帅尔,146.601,142.75,2.70%,A+,3.63,7.8%,5.5%,2024-01-16,100.000,9.66,2026-01-16,115.000,4.395,N,,17.94
123068,弘信转债,300657.sz,弘信电子,129.25,125.81,2.73%,AA-,5.25,7.5%,7.1%,2024-10-14,100.000,10.74,2026-10-14,115.000,5.137,X,,19.94
113014,林洋转债,601222.ss,林洋能源,129.31,125.83,2.77%,AA,1.72,13.3%,13.3%,2021-10-27,100.000,5.91,2023-10-27,106.000,2.170,X,,10.97
132018,G三峡EB1,600900.ss,长江电力,119.61,116.49,2.85%,AAA,2.53,4.0%,4.0%,2023-04-10,100.000,11.72,2024-04-09,108.000,2.622,X,,20.09
113527,维格转债,603518.ss,锦泓集团,166.84,161.73,3.16%,AA,1.94,6.4%,6.4%,2023-01-23,100.000,6.89,2025-01-23,115.000,3.414,N,,12.80
128075,远东转债,002406.sz,远东传动,127.188,123.25,3.19%,AA,1.22,16.8%,13.4%,2023-09-25,100.000,3.70,2025-09-23,110.000,4.079,N,,6.88
