bond_id,bond_nm,stock_id,stock_nm,btype,convert_price,convert_price_valid_from,convert_dt,maturity_dt,next_put_dt,put_dt,put_notes,put_price,put_inc_cpn_fl,put_convert_price_ratio,put_count_days,put_total_days,put_real_days,repo_discount_rt,repo_valid_from,repo_valid_to,turnover_rt,redeem_price,redeem_inc_cpn_fl,redeem_price_ratio,redeem_count_days,redeem_total_days,redeem_real_days,redeem_dt,redeem_flag,orig_iss_amt,curr_iss_amt,rating_cd,issuer_rating_cd,guarantor,ssc_dt,esc_dt,sc_notes,market_cd,force_redeem,real_force_redeem_price,convert_cd,repo_cd,ration,ration_cd,apply_cd,online_offline_ratio,qflag,qflag2,ration_rt,fund_rt,margin_flg,lt_bps,pb,pb_flag,total_shares,float_shares,sqflg,sprice,svolume,sincrease_rt,qstatus,bond_value,bond_value2,volatility_rate,last_time,convert_value,premium_rt,year_left,ytm_rt,ytm_rt_tax,price,full_price,increase_rt,volume,convert_price_valid,adj_scnt,adj_cnt,redeem_icon,ref_yield_info,adjust_tip,adjusted,option_tip,bond_value3,left_put_year,short_maturity_dt,dblow,force_redeem_price,put_convert_price,convert_amt_ratio,convert_amt_ratio2,convert_amt_ratio_tips,stock_net_value,stock_cd,pre_bond_id,repo_valid,convert_cd_tip,price_tips
127027,靖远转债,sz000552,靖远煤电,C,3.23,2021-06-03,2021-06-16,2026-12-09,2024-12-09,,,100.000,y,52.46,30,30,0,0.00,,,66.19,110.000,n,130.000,15,30,2,,X,28.000,27.992,AA+,AA+,无担保,2021-09-27,2021-10-11,2021年中权益分派股权登记,szmb,,,127027,127027,1.2243,080552,070552,,N,N,35.200,buy,R,,1.18,N,2286971050.0,2283741262.0,Y,4.31,103808.34,1.17%,00,buy,buy,buy,15:14:03,133.44,-4.25%,5.164,-2.01%,-2.52%,127.770,127.770,0.53%,238965.33,Y,0,0,,-,,N,-,buy,-,26-12-09,123.52,4.20,2.26,28.4%,28.4%,"转债占流动市值比：28.4%
转债占总市值比：28.4%",0.00,000552,sz127027,有效期：-；质押代码：127027,127027；2021-06-16 开始转股,全价：127.770 最后更新：15:14:03
110041,蒙电转债,sh600863,内蒙华电,C,2.56,2021-06-25,2018-06-28,2023-12-21,2021-12-21,,,100.000,y,38.87,30,30,0,0.96,2021-10-12,2021-10-12,381.08,106.000,n,130.000,15,30,18,,Y,18.752,9.509,AAA,AAA,无担保,,,,shmb,,,110041,110041,0.3220,704863,733863,,N,N,3.720,buy,R,,1.86,Y,6136212939.0,5955548527.0,Y,4.61,295770.26,6.22%,00,buy,buy,buy,15:00:00,180.08,-4.05%,2.195,-19.12%,-19.70%,172.780,172.780,4.02%,644749.21,Y,0,0,O,-,,N,-,buy,-,23-12-21,168.73,3.33,1.79,3.5%,3.4%,"转债占流动市值比：3.5%
转债占总市值比：3.4%",0.00,600863,sh110041,有效期：2021-10-12 到 2021-10-12；质押代码：110041,110041；2018-06-28 开始转股,全价：172.780 最后更新：15:00:00
113051,节能转债,sh601016,节能风电,C,4.05,,2021-12-27,2027-06-21,2025-06-20,,,100.000,y,42.06,30,30,0,0.00,,,31.54,110.000,n,130.000,15,30,0,,X,30.000,30.000,AA+,AA+,无担保,,,,shmb,,,未到转股期,113051,0.5980,764016,783016,,N,N,63.210,buy,R,,3.22,N,5013052000.0,4480441681.0,Y,6.74,259365.14,-7.67%,00,buy,buy,buy,15:00:00,166.42,-3.39%,5.696,-5.86%,-6.27%,160.770,160.770,-5.07%,154372.76,Y,0,0,,-,,N,-,buy,-,27-06-21,157.38,5.26,2.83,9.9%,8.9%,"转债占流动市值比：9.9%
转债占总市值比：8.9%",0.00,601016,sh113051,有效期：-；质押代码：113051,未到转股期；2021-12-27 开始转股,全价：160.770 最后更新：15:00:00
113528,长城转债,sh603897,长城科技,C,23.35,2021-05-26,2019-09-09,2025-03-01,2023-03-01,,,100.000,y,31.80,30,30,0,0.00,,,59.56,112.000,n,130.000,15,30,30,,N,6.340,5.169,AA-,AA-,无担保,2021-09-29,2021-10-14,2021-09-29 至 2021-10-14 期间暂停转股：权益分派股权登记,shmb,2021年8月20日公告：本次（2021年8月2日至2021年8月20日）不行使提前赎回权利，至2021年11月20日均不提前赎回,,113528,113528,3.5530,753897,754897,,N,N,53.900,buy,,,4.32,N,183413673.0,183413673.0,Y,51.40,19546.45,-4.60%,00,buy,buy,buy,14:59:56,220.13,-1.84%,3.389,-16.88%,-17.55%,216.070,216.070,-5.00%,66810.62,N,0,0,G,-,,N,-,buy,-,25-03-01,214.23,30.36,16.34,5.5%,5.5%,"转债占流动市值比：5.5%
转债占总市值比：5.5%",0.00,603897,sh113528,有效期：-；质押代码：113528,113528；2019-09-09 开始转股;2021-09-29 至 2021-10-14 期间暂停转股：权益分派股权登记,全价：216.070 最后更新：14:59:56
110048,福能转债,sh600483,福能股份,C,7.85,2021-07-28,2019-06-13,2024-12-06,2022-12-07,,,100.000,y,37.15,30,30,0,0.00,,,37.35,109.000,n,130.000,15,30,30,,N,28.300,16.366,AA+,AA+,无担保,,,,shmb,2021年7月7日公告：本次（2021年6月9日至2021年7月6日）不行使福能转债的提前赎回权利，至2021年10月6日均不提前赎回,,110048,110048,1.8230,704483,733483,,N,N,32.130,buy,R,,1.65,N,1908392357.0,1660363195.0,Y,14.79,75728.23,-9.93%,00,buy,buy,buy,14:59:59,188.41,-1.76%,3.156,-14.66%,-15.26%,185.100,185.100,-11.25%,115004.12,Y,0,0,G,-,,N,-,buy,-,24-12-06,183.34,10.21,5.50,6.7%,5.8%,"转债占流动市值比：6.7%
转债占总市值比：5.8%",0.00,600483,sh110048,有效期：-；质押代码：110048,110048；2019-06-13 开始转股,全价：185.100 最后更新：14:59:59
110074,精达转债,sh600577,精达股份,C,3.73,2021-04-26,2021-02-25,2026-08-18,2024-08-19,,,100.000,y,37.73,30,30,0,0.00,,,19.82,112.000,n,130.000,15,30,30,,N,7.870,5.326,AA,AA,无担保,,,,shmb,2021年6月16日公告：本次（2021年5月21日至2021年6月15日）不行使精达转债的提前赎回权利，至2021年12月15日前均不提前赎回,,110074,110074,0.4090,704577,733577,,N,N,62.152,buy,R,,3.31,N,1989463184.0,1980501306.0,Y,6.92,20948.02,-1.14%,00,buy,buy,buy,14:59:58,185.52,-1.55%,4.855,-8.92%,-9.45%,182.650,182.650,-2.77%,19503.07,Y,0,0,G,-,,N,-,buy,-,26-08-18,181.10,4.85,2.61,3.9%,3.9%,"转债占流动市值比：3.9%
转债占总市值比：3.9%",0.00,600577,sh110074,有效期：-；质押代码：110074,110074；2021-02-25 开始转股,全价：182.650 最后更新：14:59:58
123068,弘信转债,sz300657,弘信电子,C,15.34,2021-07-13,2021-04-21,2026-10-14,2024-10-14,,,100.000,y,66.37,30,30,0,0.00,,,149.22,115.000,n,130.000,15,30,15,2021-10-11,Y,5.700,0.815,AA-,AA-,无担保,,,,szcy,"最后交易日：2021年10月11日
最后转股日：2021年10月11日
赎回价：100.397元/张",100.397,123068,123068,1.6679,380657,370657,,N,N,67.430,buy,,,4.65,N,439285374.0,417102146.0,Y,16.18,30082.78,2.41%,00,buy,buy,buy,15:14:03,105.48,-1.40%,5.011,3.18%,2.42%,104.000,104.000,-1.76%,12791.92,Y,0,0,R,-,,N,-,buy,-,26-10-14,102.60,19.94,10.74,1.2%,1.1%,"转债占流动市值比：1.2%
转债占总市值比：1.1%",0.00,300657,sz123068,有效期：-；质押代码：123068,123068；2021-04-21 开始转股,全价：104.000 最后更新：15:14:03
123067,斯莱转债,sz300382,斯莱克,C,9.36,2021-06-30,2021-03-23,2026-09-16,2024-09-16,,,100.000,y,28.19,30,30,0,0.00,,,37.50,115.000,n,130.000,15,30,30,,N,3.880,3.015,AA-,AA-,无担保,,,,szcy,2021年8月24日公告：本次（2021年2月24日至2021年8月23日）不行使提前赎回权利，至2021年11月24日均不提前赎回,,123067,123067,0.6940,380382,370382,,N,N,19.960,buy,,,11.86,N,572624964.0,572567139.0,Y,23.24,18752.22,-3.57%,00,buy,buy,buy,15:14:03,248.29,-1.34%,4.934,-13.56%,-14.14%,244.964,244.964,-3.02%,27539.19,Y,0,0,G,-,,N,-,buy,-,26-09-16,243.62,12.17,6.55,2.3%,2.3%,"转债占流动市值比：2.3%
转债占总市值比：2.3%",0.00,300382,sz123067,有效期：-；质押代码：123067,123067；2021-03-23 开始转股,全价：244.964 最后更新：15:14:03
113600,新星转债,sh603978,深圳新星,C,23.85,,2021-02-19,2026-08-12,2024-08-12,,,100.000,y,50.21,30,30,0,0.00,,,60.12,120.000,n,130.000,15,30,2,,X,5.950,5.705,AA-,AA-,股份质押担保,,,,shmb,,,113600,113600,3.7180,753978,754978,,N,N,75.984,buy,,,3.18,N,160006753.0,160004375.0,Y,33.25,40634.87,-1.92%,00,buy,buy,buy,14:59:58,139.41,-1.24%,4.838,-1.91%,-2.76%,137.680,137.680,-2.53%,47381.25,Y,0,0,,-,,N,-,buy,-,26-08-12,136.44,31.00,16.70,10.7%,10.7%,"转债占流动市值比：10.7%
转债占总市值比：10.7%",0.00,603978,sh113600,有效期：-；质押代码：113600,113600；2021-02-19 开始转股,全价：137.680 最后更新：14:59:58
113048,晶科转债,sh601778,晶科科技,C,5.48,2021-06-21,2021-10-29,2027-04-22,2025-04-22,,,100.000,y,49.50,30,30,0,0.00,,,14.53,112.000,n,130.000,15,30,0,,X,30.000,30.000,AA,AA,无,,,,shmb,,,未到转股期,113048,1.0840,764778,783778,,N,N,37.350,buy,,,1.84,N,2765501922.0,1741192922.0,Y,7.75,57927.39,-3.73%,00,buy,buy,buy,15:00:00,141.42,-1.04%,5.532,-3.22%,-3.74%,139.950,139.950,-5.30%,61967.53,Y,1,1,,-,,N,-,buy,-,27-04-22,138.91,7.12,3.84,22.2%,14.0%,"转债占流动市值比：22.2%
转债占总市值比：14.0%",0.00,601778,sh113048,有效期：-；质押代码：113048,未到转股期；2021-10-29 开始转股,全价：139.950 最后更新：15:00:00
123103,震安转债,sz300767,震安科技,C,56.89,2021-06-11,2021-09-22,2027-03-11,2025-03-11,,,100.000,y,37.58,30,30,0,0.00,,,30.89,115.000,n,130.000,15,30,9,,X,2.850,2.694,A+,A+,无,,,,szcy,,,123103,123103,1.9791,380767,370767,,N,N,53.950,buy,,,17.21,N,201853549.0,117965456.0,Y,105.97,17928.92,-4.10%,00,buy,buy,buy,15:14:03,186.27,-0.98%,5.416,-7.58%,-8.17%,184.450,184.450,-4.86%,15682.09,Y,0,0,,-,,N,-,buy,-,27-03-11,183.47,73.96,39.82,2.2%,1.3%,"转债占流动市值比：2.2%
转债占总市值比：1.3%",0.00,300767,sz123103,有效期：-；质押代码：123103,123103；2021-09-22 开始转股,全价：184.450 最后更新：15:14:03
123042,银河转债,sz300619,金银河,C,24.38,2021-06-24,2020-07-20,2026-01-13,2024-01-15,,,100.000,y,30.55,30,30,0,0.00,,,559.80,110.000,n,130.000,15,30,30,,N,1.670,1.479,A+,A+,无担保,,,,szcy,2021年8月26日公告：本次（2021年8月5日至2021年8月25日）不行使提前赎回权利，至2021年12月31日均不提前赎回,,123042,123042,2.2316,380619,370619,,N,N,49.650,buy,,,7.84,N,75450951.0,57386129.0,Y,55.86,34698.48,4.16%,00,buy,buy,buy,15:14:03,229.12,-0.58%,4.260,-15.02%,-15.52%,227.800,227.800,3.92%,183215.77,Y,0,0,G,-,,N,-,buy,-,26-01-13,227.22,31.69,17.07,4.6%,3.5%,"转债占流动市值比：4.6%
转债占总市值比：3.5%",0.00,300619,sz123042,有效期：-；质押代码：123042,123042；2020-07-20 开始转股,全价：227.800 最后更新：15:14:03
123083,朗新转债,sz300682,朗新科技,C,15.40,2021-09-17,2021-06-15,2026-12-08,2024-12-09,,,100.000,y,43.91,30,30,0,0.00,,,20.89,110.000,n,130.000,15,30,21,,N,8.000,7.800,AA,AA,无担保,,,,szcy,2021年9月24日公告：本次（2021年8月12日至2021年9月24日）本次不行使提前赎回权利，不提前赎回,,123083,123083,0.7833,380682,370682,,N,N,77.260,buy,,,4.70,N,1031953050.0,717930617.0,Y,24.55,25614.87,-4.51%,00,buy,buy,buy,15:14:03,159.42,-0.57%,5.162,-6.11%,-6.58%,158.500,158.500,-4.08%,26057.93,Y,0,0,G,-,,N,-,buy,-,26-12-08,157.93,20.02,10.78,4.4%,3.1%,"转债占流动市值比：4.4%
转债占总市值比：3.1%",0.00,300682,sz123083,有效期：-；质押代码：123083,123083；2021-06-15 开始转股,全价：158.500 最后更新：15:14:03
120004,20华菱EB,sz000932,华菱钢铁,E,4.92,,2021-08-26,2025-01-08,2024-01-09,,,100.000,y,53.31,30,30,0,0.85,2021-10-12,2021-10-12,2.95,110.000,y,130.000,15,30,26,2021-10-21,Y,15.000,9.963,AAA,AAA,,,,,szmb,"最后交易日；2021年10月21日
最后转股日：2021年10月21日
赎回价：100.7836元/张",100.784,120004,120004,,,,,Q,Q,,buy,R,,1.12,N,6908632499.0,5717943441.0,Y,6.46,61305.50,-1.52%,00,buy,buy,buy,15:14:03,131.30,-0.46%,3.247,-4.19%,-4.92%,130.700,130.700,-2.32%,3852.48,Y,0,0,R,-,,N,-,buy,-,25-01-08,130.24,6.40,3.44,2.7%,2.2%,"转债占流动市值比：2.7%
转债占总市值比：2.2%",0.00,000932,sz120004,有效期：2021-10-12 到 2021-10-12；质押代码：120004,120004；2021-08-26 开始转股,全价：130.700 最后更新：15:14:03
120003,19华菱EB,sz000932,华菱钢铁,E,4.47,,2021-08-26,2024-11-22,2023-11-24,,,100.000,y,48.44,30,30,0,0.93,2021-10-12,2021-10-12,2.07,110.000,y,130.000,15,30,26,2021-10-21,Y,20.000,11.533,AAA,AAA,华菱钢铁A股股票及其孳息,,,,szmb,"最后交易日：2021年10月21日
最后转股日；2021年10月21日
赎回价：100.9068元/张",100.907,120003,120003,,,,,Q,Q,,buy,R,,1.12,N,6908632499.0,5717943441.0,Y,6.46,61305.50,-1.52%,00,buy,buy,buy,15:14:03,144.52,-0.44%,3.118,-7.30%,-8.03%,143.890,143.890,-1.65%,3422.64,Y,0,0,R,-,,N,-,buy,-,24-11-22,143.45,5.81,3.13,3.1%,2.6%,"转债占流动市值比：3.1%
转债占总市值比：2.6%",0.00,000932,sz120003,有效期：2021-10-12 到 2021-10-12；质押代码：120003,120003；2021-08-26 开始转股,全价：143.890 最后更新：15:14:03
128096,奥瑞转债,sz002701,奥瑞金,C,4.50,2021-06-09,2020-08-17,2026-02-11,2024-02-12,,,100.000,y,44.49,30,30,0,0.00,,,46.15,110.000,n,130.000,15,30,19,,N,10.870,6.294,AA+,AA+,无担保,,,,szmb,2021年9月16日公告：本次（2021年8月11日至2021年9月14日）不提前赎回奥瑞转债，至2021年12月31日均不提前赎回,,128096,128096,0.4614,082701,072701,,N,N,58.210,buy,R,,2.42,N,2425967213.0,2423753337.0,Y,7.08,114992.14,1.14%,00,buy,buy,buy,15:14:03,157.33,-0.34%,4.340,-6.94%,-7.51%,156.800,156.800,1.16%,45266.98,Y,0,0,G,-,,N,-,buy,-,26-02-11,156.46,5.85,3.15,3.7%,3.7%,"转债占流动市值比：3.7%
转债占总市值比：3.7%",0.00,002701,sz128096,有效期：-；质押代码：128096,128096；2020-08-17 开始转股,全价：156.800 最后更新：15:14:03
128085,鸿达转债,sz002002,鸿达兴业,C,3.91,2021-06-22,2020-06-22,2025-12-16,2023-12-18,,,100.000,y,49.95,30,30,0,0.00,,,26.15,118.000,n,130.000,15,30,30,,X,24.270,3.495,B,B,无担保,,,,szmb,,,128085,128085,0.9374,082002,072002,,N,N,26.280,buy,R,,1.72,N,3118404327.0,3114522291.0,Y,5.48,44880.32,-1.97%,00,buy,buy,buy,15:14:03,140.15,-0.32%,4.184,-2.80%,-3.73%,139.700,139.700,-1.98%,12963.29,Y,0,0,B,-,,N,-,buy,-,25-12-16,139.38,5.08,2.74,2.0%,2.0%,"转债占流动市值比：2.0%
转债占总市值比：2.0%",0.00,002002,sz128085,有效期：-；质押代码：128085,128085；2020-06-22 开始转股,全价：139.700 最后更新：15:14:03
113525,台华转债,sh603055,台华新材,C,7.78,2021-05-28,2019-06-21,2024-12-16,2022-12-17,,,100.000,y,34.47,30,30,0,0.00,,,70.69,110.000,n,130.000,15,30,30,,N,5.330,2.112,AA,AA,无担保,,,,shmb,2021年9月7日公告：本次（2021年8月17日至2021年9月6日）不行使提前赎回权利，至2021年12月6日均不提前赎回,,113525,113525,0.9730,753055,754055,,N,N,29.060,buy,,,4.21,N,864890388.0,795569750.0,Y,15.80,15464.95,-3.42%,00,buy,buy,buy,14:59:59,203.08,-0.29%,3.184,-16.71%,-17.33%,202.500,202.500,-2.99%,30982.70,Y,0,0,G,-,,N,-,buy,-,24-12-16,202.21,10.11,5.45,1.7%,1.5%,"转债占流动市值比：1.7%
转债占总市值比：1.5%",0.00,603055,sh113525,有效期：-；质押代码：113525,113525；2019-06-21 开始转股,全价：202.500 最后更新：14:59:59
123051,今天转债,sz300532,今天国际,C,8.70,2021-05-12,2020-12-10,2026-06-03,2024-06-03,,,100.000,y,64.31,30,30,0,0.00,,,26.13,116.000,n,130.000,15,30,12,2021-10-14,Y,2.800,1.498,A+,A+,无担保,,,,szcy,"最后交易日：2021年10月14日
最后转股日：2021年10月14日
赎回价：100.29元/张",100.290,123051,123051,1.0249,380532,370532,,N,N,76.800,buy,,,3.05,N,285889967.0,176273129.0,Y,9.47,3514.20,-1.56%,00,buy,buy,buy,15:14:03,108.85,-0.27%,4.647,2.66%,1.82%,108.560,108.560,-1.58%,4277.87,Y,0,0,R,-,,N,-,buy,-,26-06-03,108.29,11.31,6.09,9.0%,5.5%,"转债占流动市值比：9.0%
转债占总市值比：5.5%",0.00,300532,sz123051,有效期：-；质押代码：123051,123051；2020-12-10 开始转股,全价：108.560 最后更新：15:14:03
