bond_id,bond_nm,stock_id,stock_nm,btype,convert_price,convert_price_valid_from,convert_dt,maturity_dt,next_put_dt,put_dt,put_notes,put_price,put_inc_cpn_fl,put_convert_price_ratio,put_count_days,put_total_days,put_real_days,repo_discount_rt,repo_valid_from,repo_valid_to,turnover_rt,redeem_price,redeem_inc_cpn_fl,redeem_price_ratio,redeem_count_days,redeem_total_days,redeem_real_days,redeem_dt,redeem_flag,orig_iss_amt,curr_iss_amt,rating_cd,issuer_rating_cd,guarantor,ssc_dt,esc_dt,sc_notes,market_cd,force_redeem,real_force_redeem_price,convert_cd,repo_cd,ration,ration_cd,apply_cd,online_offline_ratio,qflag,qflag2,ration_rt,fund_rt,margin_flg,lt_bps,pb,pb_flag,total_shares,float_shares,sqflg,sprice,svolume,sincrease_rt,qstatus,bond_value,bond_value2,volatility_rate,last_time,convert_value,premium_rt,year_left,ytm_rt,ytm_rt_tax,price,full_price,increase_rt,volume,convert_price_valid,adj_scnt,adj_cnt,redeem_icon,ref_yield_info,adjust_tip,adjusted,option_tip,bond_value3,left_put_year,short_maturity_dt,dblow,force_redeem_price,put_convert_price,convert_amt_ratio,convert_amt_ratio2,convert_amt_ratio_tips,stock_net_value,stock_cd,pre_bond_id,repo_valid,convert_cd_tip,price_tips
127046,百润转债,sz002568,百润股份,C,66.89,,2022-04-12,2027-09-28,2025-09-29,,,100.000,y,66.80,30,30,0,0.00,,,,110.000,n,130.000,15,30,0,,X,11.280,11.280,AA,AA,无,,,,szmb,,,未到转股期,127046,1.5064,082568,072568,,N,N,,-,R,,15.84,N,749785122.0,512092162.0,Y,70.09,79814.20,7.22%,00,buy,buy,buy,,104.78,-4.57%,5.997,2.41%,1.95%,100.000,100.000,0.00%,0.00,Y,0,0,,-,,N,-,buy,-,27-09-28,95.43,86.96,46.82,3.1%,2.1%,"转债占流动市值比：3.1%
转债占总市值比：2.1%",0.00,002568,sz127046,有效期：-；质押代码：127046,未到转股期；2022-04-12 开始转股,待上市
113039,嘉泽转债,sh601619,嘉泽新能,C,3.46,2021-06-11,2021-03-01,2026-08-23,2024-08-23,,,100.000,y,43.02,30,30,0,0.00,,,107.52,108.000,n,130.000,15,30,22,,N,13.000,3.867,AA,AA,无担保,,,,shmb,2021年9月15日公告：本次（2021年8月25日至2021年9月14日）不行使提前赎回权利，至2021年12月14日均不提前赎回,,113039,113039,0.6260,764619,783619,,N,N,76.530,buy,,,2.97,N,2361555548.0,2292585548.0,Y,5.63,77602.62,-10.06%,00,buy,buy,buy,14:59:59,162.72,-3.55%,4.907,-6.61%,-7.04%,156.940,156.940,-11.68%,66989.30,Y,0,0,G,-,,N,-,buy,-,26-08-23,153.39,4.50,2.42,3.0%,2.9%,"转债占流动市值比：3.0%
转债占总市值比：2.9%",0.00,601619,sh113039,有效期：-；质押代码：113039,113039；2021-03-01 开始转股,全价：156.940 最后更新：14:59:59
127029,中钢转债,sz000928,中钢国际,C,5.79,2021-09-24,2021-09-27,2027-03-18,2025-03-18,,,100.000,y,45.08,30,30,0,0.00,,,22.99,113.000,n,130.000,15,30,1,,X,9.600,9.600,AA+,AA+,无,,,,szmb,,,127029,127029,0.7639,080928,070928,,N,N,20.710,buy,R,,1.91,N,1256662942.0,1256631742.0,Y,8.99,43188.38,-10.01%,00,buy,buy,buy,15:14:03,155.27,-2.75%,5.474,-4.54%,-5.06%,151.000,151.000,-12.11%,34743.34,Y,0,0,,-,,N,-,buy,-,27-03-18,148.25,7.53,4.05,8.5%,8.5%,"转债占流动市值比：8.5%
转债占总市值比：8.5%",0.00,000928,sz127029,有效期：-；质押代码：127029,127029；2021-09-27 开始转股,全价：151.000 最后更新：15:14:03
110041,蒙电转债,sh600863,内蒙华电,C,2.56,2021-06-25,2018-06-28,2023-12-21,2021-12-21,,,100.000,y,46.07,30,30,0,0.78,2021-09-28,2021-09-28,96.34,106.000,n,130.000,15,30,13,,X,18.752,12.924,AAA,AAA,无担保,,,,shmb,,,110041,110041,0.3220,704863,733863,,N,N,3.720,buy,R,,1.57,Y,5808544548.0,5955548527.0,Y,3.89,162445.74,-9.95%,00,buy,buy,buy,14:59:59,151.95,-2.58%,2.233,-12.92%,-13.55%,148.040,148.040,-10.18%,190630.62,Y,0,0,,-,,N,-,buy,-,23-12-21,145.46,3.33,1.79,5.6%,5.7%,"转债占流动市值比：5.6%
转债占总市值比：5.7%",0.00,600863,sh110041,有效期：2021-09-28 到 2021-09-28；质押代码：110041,110041；2018-06-28 开始转股,全价：148.040 最后更新：14:59:59
110033,国贸转债,sh600755,厦门国贸,C,6.72,2021-07-05,2016-07-05,2022-01-05,2020-01-05,,,100.000,y,59.70,30,30,0,0.85,2021-09-28,2021-09-28,51.64,108.000,n,130.000,15,30,15,,Y,28.000,5.715,AAA,AAA,无担保,,,,shmb,,,110033,110033,1.6820,,,,N,N,,buy,R,,0.56,Y,1958821426.0,1944888010.0,Y,7.88,71101.63,-10.05%,00,buy,buy,buy,14:59:59,117.26,-2.18%,0.274,-21.35%,-26.44%,114.710,114.710,-11.15%,35087.41,Y,1,1,O,-,,N,-,buy,-,22-01-05,112.53,8.74,4.70,3.7%,3.7%,"转债占流动市值比：3.7%
转债占总市值比：3.7%",0.00,600755,sh110033,有效期：2021-09-28 到 2021-09-28；质押代码：110033,110033；2016-07-05 开始转股,全价：114.710 最后更新：14:59:59
123028,清水转债,sz300437,清水源,C,11.84,2020-06-15,2019-12-25,2025-06-18,2023-06-19,,,100.000,y,32.64,30,30,0,0.00,,,0.00,115.000,n,130.000,15,30,9,,X,4.900,3.305,A+,A+,无担保,,,,szcy,,,123028,123028,2.2443,380437,370437,,N,N,33.080,buy,,,4.86,N,221268763.0,140016263.0,S,25.39,0.00,停牌,03,buy,buy,buy,15:14:03,214.44,-2.07%,3.726,-14.03%,-14.80%,210.000,210.000,0.00%,0.00,Y,0,0,,-,,N,-,buy,-,25-06-18,207.93,15.39,8.29,9.3%,5.9%,"转债占流动市值比：9.3%
转债占总市值比：5.9%",0.00,300437,sz123028,有效期：-；质押代码：123028,123028；2019-12-25 开始转股,全价：210.000 最后更新：15:14:03
113525,台华转债,sh603055,台华新材,C,7.78,2021-05-28,2019-06-21,2024-12-16,2022-12-17,,,100.000,y,35.32,30,30,0,0.00,,,125.88,110.000,n,130.000,15,30,28,,N,5.330,2.563,AA,AA,无担保,,,,shmb,2021年9月7日公告：本次（2021年8月17日至2021年9月6日）不行使提前赎回权利，至2021年12月6日均不提前赎回,,113525,113525,0.9730,753055,754055,,N,N,29.060,buy,,,4.03,N,841981722.0,777779254.0,Y,15.42,26288.30,-6.20%,00,buy,buy,buy,14:59:59,198.20,-1.56%,3.222,-15.55%,-16.17%,195.100,195.100,-6.99%,63044.36,Y,0,0,G,-,,N,-,buy,-,24-12-16,193.54,10.11,5.45,2.1%,2.0%,"转债占流动市值比：2.1%
转债占总市值比：2.0%",0.00,603055,sh113525,有效期：-；质押代码：113525,113525；2019-06-21 开始转股,全价：195.100 最后更新：14:59:59
113048,晶科转债,sh601778,晶科科技,C,5.48,2021-06-21,2021-10-29,2027-04-22,2025-04-22,,,100.000,y,42.06,30,30,0,0.00,,,13.83,112.000,n,130.000,15,30,0,,X,30.000,30.000,AA,AA,无,,,,shmb,,,未到转股期,113048,1.0840,764778,783778,,N,N,37.350,buy,,,2.16,N,2765501922.0,1741192922.0,Y,9.12,91496.50,-9.97%,00,buy,buy,buy,14:59:59,166.42,-1.37%,5.570,-5.97%,-6.46%,164.140,164.140,-8.02%,70315.96,Y,1,1,,-,,N,-,buy,-,27-04-22,162.77,7.12,3.84,18.9%,11.9%,"转债占流动市值比：18.9%
转债占总市值比：11.9%",0.00,601778,sh113048,有效期：-；质押代码：113048,未到转股期；2021-10-29 开始转股,全价：164.140 最后更新：14:59:59
123102,华自转债,sz300490,华自科技,C,9.25,2021-07-26,2021-09-22,2027-03-11,2025-03-11,,,100.000,y,29.91,30,30,0,0.00,,,163.83,119.000,n,130.000,15,30,4,,X,6.700,4.613,AA-,AA-,无,,,,szcy,,,123102,123102,2.6154,380490,370490,,N,N,18.610,buy,,,3.13,N,274513779.0,267900634.0,Y,21.65,56957.90,2.03%,00,buy,buy,buy,15:14:03,234.05,-1.30%,5.455,-10.60%,-11.29%,231.010,231.010,0.53%,175962.86,Y,0,0,,-,,N,-,buy,-,27-03-11,229.71,12.03,6.47,8.0%,7.8%,"转债占流动市值比：8.0%
转债占总市值比：7.8%",0.00,300490,sz123102,有效期：-；质押代码：123102,123102；2021-09-22 开始转股,全价：231.010 最后更新：15:14:03
110048,福能转债,sh600483,福能股份,C,7.85,2021-07-28,2019-06-13,2024-12-06,2022-12-07,,,100.000,y,30.01,30,30,0,0.00,,,29.83,109.000,n,130.000,15,30,30,,N,28.300,17.141,AA+,AA+,无担保,,,,shmb,2021年7月7日公告：本次（2021年6月9日至2021年7月6日）不行使福能转债的提前赎回权利，至2021年10月6日均不提前赎回,,110048,110048,1.8230,704483,733483,,N,N,32.130,buy,R,,2.04,N,1868904151.0,1660363195.0,Y,18.31,117431.80,3.74%,00,buy,buy,buy,15:00:00,233.25,-1.22%,3.195,-20.23%,-20.77%,230.400,230.400,1.22%,114301.67,Y,0,0,G,-,,N,-,buy,-,24-12-06,229.18,10.21,5.50,5.6%,5.0%,"转债占流动市值比：5.6%
转债占总市值比：5.0%",0.00,600483,sh110048,有效期：-；质押代码：110048,110048；2019-06-13 开始转股,全价：230.400 最后更新：15:00:00
