110058,永鼎转债,10,0
110070,凌钢转债,10,0
110072,广汇转债,30,20
113044,大秦转债,0,20
113052,兴业转债,10,30
113596,城地转债,10,30
113579,健友转债,10,0
113610,灵康转债,20,20
127019,国城转债,0,10
127034,绿茵转债,10,10
127042,嘉美转债,0,10
127056,中特转债,10,10
128085,鸿达转债,20,10
128100,搜特转债,10,10
128114,正邦转债,10,10
128129,青农转债,10,10
128121,宏川转债,10,10
128133,奇正转债,0,0
132018,G三峡EB1,30,0
