id,name,stock_id,stock_name,price,convert_value,premium_rt,rating_cd,pb,convert_amt_ratio,convert_amt_ratio2,next_put_dt,put_price,put_convert_price,maturity_dt,redeem_price,last_time,force_redeem,redeem_dt,force_redeem_price
123102,华自转债,300490.sz,华自科技,271.1,290.16,-6.57%,AA-,3.63,10.0%,9.7%,2025-03-11,100.000,6.47,2027-03-11,119.000,5.504,X,,12.03
127029,中钢转债,000928.sz,中钢国际,188.5,192.7,-2.18%,AA+,2.42,6.7%,6.7%,2025-03-18,100.000,4.12,2027-03-18,113.000,5.523,X,,7.66
120004,20华菱EB,000932.sz,华菱钢铁,184.4,187.2,-1.49%,AAA,1.59,2.8%,2.4%,2024-01-09,100.000,3.44,2025-01-08,110.000,3.334,X,,6.40
127018,本钢转债,000761.sz,本钢板材,144.365,146.41,-1.40%,AAA,1.23,23.5%,21.1%,2024-06-28,100.000,3.51,2026-06-28,119.000,4.803,X,,6.53
113612,永冠转债,603681.ss,永冠新材,184.1,186.4,-1.23%,AA-,4.30,1.2%,0.5%,2024-12-09,100.000,14.41,2026-12-07,115.000,5.247,Y,2021-09-09,26.77
120003,19华菱EB,000932.sz,华菱钢铁,203.997,206.04,-0.99%,AAA,1.59,3.8%,3.1%,2023-11-24,100.000,3.13,2024-11-22,110.000,3.205,X,,5.81
113528,长城转债,603897.ss,长城科技,211.41,213.49,-0.97%,AA-,4.16,6.1%,6.1%,2023-03-01,100.000,16.34,2025-03-01,112.000,3.477,N,,30.36
113525,台华转债,603055.ss,台华新材,220.27,222.11,-0.83%,AA,4.48,3.3%,3.0%,2022-12-17,100.000,5.45,2024-12-16,110.000,3.271,N,,10.11
113572,三祥转债,603663.ss,三祥新材,173.92,175.3,-0.79%,A+,6.96,3.3%,3.3%,2024-03-11,100.000,9.86,2026-03-11,108.000,4.504,Y,2021-09-23,18.32
110033,国贸转债,600755.ss,厦门国贸,137.56,137.95,-0.28%,AAA,0.66,6.2%,5.9%,2020-01-05,100.000,4.70,2022-01-05,108.000,0.323,X,,8.74
113016,小康转债,601127.ss,小康股份,456.24,456.96,-0.16%,AA-,13.50,0.3%,0.2%,2021-11-06,100.000,11.87,2023-11-06,106.000,2.159,N,,22.05
123030,九洲转债,300040.sz,九洲集团,228.42,228.75,-0.14%,AA-,2.13,1.8%,1.4%,2023-08-21,100.000,2.80,2025-08-19,115.000,3.945,Y,2021-09-14,5.20
128085,鸿达转债,002002.sz,鸿达兴业,169.84,170.08,-0.14%,B,2.08,2.2%,2.2%,2023-12-18,100.000,2.74,2025-12-16,118.000,4.271,X,,5.08
132014,18中化EB,601117.ss,中国化学,210.8,211.36,-0.10%,AAA,2.38,2.3%,1.9%,2022-04-24,100.000,4.99,2023-04-24,106.000,1.622,N,,9.27
