id,name,stock_id,stock_name,price,convert_value,premium_rt,rating_cd,pb,convert_amt_ratio,convert_amt_ratio2,next_put_dt,put_price,put_convert_price,maturity_dt,redeem_price,last_time,force_redeem,redeem_dt,force_redeem_price
123102,华自转债,300490.sz,华自科技,303.5,338.7,-10.39%,AA-,4.24,8.5%,8.3%,2025-03-11,100.000,6.47,2027-03-11,119.000,5.521,X,,12.03
113048,晶科转债,601778.ss,晶科科技,178.18,191.42,-6.92%,AA,2.49,16.4%,10.3%,2025-04-22,100.000,3.84,2027-04-22,112.000,5.636,X,,7.12
113014,林洋转债,601222.ss,林洋能源,155.09,162.2,-4.39%,AA,2.15,9.4%,9.4%,2021-10-27,100.000,5.91,2023-10-27,106.000,2.148,Y,,10.97
132014,18中化EB,601117.ss,中国化学,191.1,194.53,-1.59%,AAA,1.77,2.6%,2.6%,2022-04-24,100.000,4.99,2023-04-24,106.000,1.638,N,,9.27
113525,台华转债,603055.ss,台华新材,176.76,178.79,-1.14%,AA,3.59,4.4%,4.0%,2022-12-17,100.000,5.45,2024-12-16,110.000,3.288,X,,10.11
127018,本钢转债,000761.sz,本钢板材,131.455,132.87,-1.06%,AAA,1.11,28.9%,25.9%,2024-06-28,100.000,3.51,2026-06-28,119.000,4.819,X,,6.53
127029,中钢转债,000928.sz,中钢国际,187.2,189.13,-1.02%,AA+,2.37,6.9%,6.9%,2025-03-18,100.000,4.12,2027-03-18,113.000,5.540,X,,7.66
123094,星源转2,300568.sz,星源材质,249.0,251.27,-0.90%,AA,11.54,0.3%,0.3%,2025-01-20,100.000,11.78,2027-01-19,112.000,5.381,Y,2021-09-06,25.53
113612,永冠转债,603681.ss,永冠新材,166.3,167.56,-0.75%,AA-,3.48,6.4%,2.4%,2024-12-09,100.000,14.41,2026-12-07,115.000,5.263,Y,2021-09-09,26.77
128085,鸿达转债,002002.sz,鸿达兴业,153.0,153.96,-0.63%,B,1.89,2.5%,2.5%,2023-12-18,100.000,2.74,2025-12-16,118.000,4.288,X,,5.08
110033,国贸转债,600755.ss,厦门国贸,131.16,131.7,-0.41%,AAA,0.63,6.9%,6.5%,2020-01-05,100.000,4.70,2022-01-05,108.000,0.340,X,,8.74
113016,小康转债,601127.ss,小康股份,456.0,456.54,-0.12%,AA-,13.49,0.3%,0.2%,2021-11-06,100.000,11.87,2023-11-06,106.000,2.175,N,,22.05
120003,19华菱EB,000932.sz,华菱钢铁,174.22,174.27,-0.03%,AAA,1.35,4.5%,3.7%,2023-11-24,100.000,3.13,2024-11-22,110.000,3.222,X,,5.81
113572,三祥转债,603663.ss,三祥新材,175.61,175.3,0.18%,A+,6.94,3.4%,3.4%,2024-03-11,100.000,9.86,2026-03-11,108.000,4.521,Y,,18.32
127020,中金转债,000060.sz,中金岭南,132.0,131.75,0.19%,AA+,1.74,17.4%,17.4%,2024-07-22,100.000,3.24,2026-07-19,110.000,4.877,X,,6.02
113607,伟20转债,603568.ss,伟明环保,138.09,137.72,0.27%,AA,6.51,3.2%,3.2%,2024-11-01,100.000,15.20,2026-11-01,110.000,5.164,X,,28.22
128103,同德转债,002360.sz,同德化工,201.5,200.79,0.35%,A+,3.06,3.4%,2.7%,2024-03-25,100.000,3.56,2026-03-25,115.000,4.559,N,,6.60
120004,20华菱EB,000932.sz,华菱钢铁,159.0,158.33,0.42%,AAA,1.35,3.4%,2.8%,2024-01-09,100.000,3.44,2025-01-08,110.000,3.351,X,,6.40
123030,九洲转债,300040.sz,九洲集团,225.69,224.75,0.42%,AA-,2.09,2.0%,1.5%,2023-08-21,100.000,2.80,2025-08-19,115.000,3.962,Y,2021-09-14,5.20
123079,运达转债,300772.sz,运达股份,297.498,295.97,0.52%,AA,7.78,0.6%,0.4%,2024-11-29,100.000,10.58,2026-11-30,110.000,5.244,Y,2021-09-08,19.66
128050,钧达转债,002865.sz,钧达股份,208.0,206.82,0.57%,AA-,3.84,3.5%,3.4%,2022-12-10,100.000,10.36,2024-12-10,118.000,3.271,N,,19.24
113009,广汽转债,601238.ss,广汽集团,138.84,137.8,0.76%,AAA,2.27,1.9%,1.3%,2021-01-22,100.680,9.78,2022-01-22,106.000,0.386,X,,18.16
123067,斯莱转债,300382.sz,斯莱克,278.86,276.5,0.86%,AA-,13.20,2.3%,2.3%,2024-09-16,100.000,6.55,2026-09-16,115.000,5.038,N,,12.17
110074,精达转债,600577.ss,精达股份,220.92,218.5,1.11%,AA,3.90,3.5%,3.5%,2024-08-19,100.000,2.61,2026-08-18,112.000,4.959,N,,4.85
123068,弘信转债,300657.sz,弘信电子,149.64,147.98,1.12%,AA-,6.53,6.0%,5.7%,2024-10-14,100.000,10.74,2026-10-14,115.000,5.115,X,,19.94
123098,一品转债,300723.sz,一品红,136.381,134.69,1.25%,AA-,6.33,10.0%,4.3%,2025-01-27,100.000,17.84,2027-01-27,118.000,5.403,N,,33.12
113039,嘉泽转债,601619.ss,嘉泽新能,149.57,147.11,1.67%,AA,2.69,4.6%,4.5%,2024-08-23,100.000,2.42,2026-08-23,108.000,4.973,X,,4.50
128051,光华转债,002741.sz,光华科技,189.31,185.77,1.91%,AA-,6.63,0.5%,0.4%,2022-12-14,100.000,8.90,2024-12-14,110.000,3.282,Y,2021-09-07,16.54
123086,海兰转债,300065.sz,海兰信,166.712,163.0,2.28%,AA-,4.31,10.0%,8.6%,2024-12-10,100.000,5.09,2026-12-10,118.000,5.271,X,,9.45
132018,G三峡EB1,600900.ss,长江电力,122.98,119.83,2.80%,AAA,2.77,3.9%,3.9%,2023-04-10,100.000,11.72,2024-04-09,108.000,2.600,X,,20.09
113027,华钰转债,601020.ss,ST华钰,152.15,147.89,2.88%,A,3.22,3.9%,3.9%,2023-06-14,100.000,7.12,2025-06-13,110.000,3.778,N,,13.22
127030,盛虹转债,000301.sz,东方盛虹,241.2,233.76,3.18%,AA+,8.21,8.8%,3.1%,2025-03-21,100.000,9.87,2027-03-22,108.000,5.551,X,,18.33
113585,寿仙转债,603896.ss,寿仙谷,145.94,140.91,3.57%,AA-,4.24,1.8%,1.8%,2024-06-10,100.000,19.87,2026-06-08,112.000,4.764,N,,36.89
128013,洪涛转债,002325.sz,洪涛股份,110.65,106.47,3.93%,A-,1.08,48.5%,36.8%,2020-07-29,100.000,1.62,2022-07-29,108.000,0.901,X,,3.02
128113,比音转债,002832.sz,比音勒芬,181.897,174.32,4.35%,AA,5.04,3.2%,2.2%,2024-06-14,100.000,10.22,2026-06-14,112.000,4.781,N,,18.98
128093,百川转债,002455.sz,百川股份,316.2,302.43,4.55%,AA-,6.21,2.1%,1.6%,2024-01-03,100.000,4.04,2026-01-03,120.000,4.337,N,,7.50
