id,name,stock_id,stock_name,price,convert_value,premium_rt,rating_cd,pb,convert_amt_ratio,convert_amt_ratio2,next_put_dt,put_price,put_convert_price,maturity_dt,redeem_price,last_time,force_redeem,redeem_dt,force_redeem_price
123102,华自转债,300490.sz,华自科技,292.991,312.65,-6.29%,AA-,3.91,9.3%,9.0%,2025-03-11,100.000,6.47,2027-03-11,119.000,5.526,X,,12.03
113048,晶科转债,601778.ss,晶科科技,161.35,168.8,-4.41%,AA,2.19,18.6%,11.7%,2025-04-22,100.000,3.84,2027-04-22,112.000,5.641,X,,7.12
123069,金诺转债,300505.sz,川金诺,228.0,235.73,-3.28%,AA-,5.46,6.2%,4.2%,2024-10-15,100.000,13.36,2026-10-15,120.000,5.123,N,,24.82
127029,中钢转债,000928.sz,中钢国际,185.278,191.34,-3.17%,AA+,2.40,6.8%,6.8%,2025-03-18,100.000,4.12,2027-03-18,113.000,5.545,X,,7.66
123094,星源转2,300568.sz,星源材质,223.0,226.73,-1.65%,AA,10.41,0.7%,0.6%,2025-01-20,100.000,11.78,2027-01-19,112.000,5.386,Y,2021-09-06,25.53
113612,永冠转债,603681.ss,永冠新材,162.57,164.93,-1.43%,AA-,3.42,10.5%,3.9%,2024-12-09,100.000,14.41,2026-12-07,115.000,5.268,Y,2021-09-09,26.77
113014,林洋转债,601222.ss,林洋能源,136.19,137.8,-1.17%,AA,1.82,12.1%,12.1%,2021-10-27,100.000,5.91,2023-10-27,106.000,2.153,X,,10.97
113012,骆驼转债,601311.ss,骆驼股份,142.27,143.31,-0.72%,AA,2.01,0.6%,0.6%,2021-03-23,100.000,6.90,2023-03-24,105.000,1.559,Y,2021-09-02,12.82
113525,台华转债,603055.ss,台华新材,164.4,165.42,-0.62%,AA,3.32,4.8%,4.4%,2022-12-17,100.000,5.45,2024-12-16,110.000,3.293,X,,10.11
123068,弘信转债,300657.sz,弘信电子,149.5,150.39,-0.59%,AA-,6.63,6.1%,5.8%,2024-10-14,100.000,10.74,2026-10-14,115.000,5.121,X,,19.94
113572,三祥转债,603663.ss,三祥新材,172.56,173.39,-0.48%,A+,6.86,3.6%,3.5%,2024-03-11,100.000,9.86,2026-03-11,108.000,4.526,Y,,18.32
110033,国贸转债,600755.ss,厦门国贸,129.61,130.06,-0.35%,AAA,0.62,7.1%,6.7%,2020-01-05,100.000,4.70,2022-01-05,108.000,0.345,X,,8.74
123030,九洲转债,300040.sz,九洲集团,211.844,212.25,-0.19%,AA-,1.97,2.2%,1.7%,2023-08-21,100.000,2.80,2025-08-19,115.000,3.967,Y,2021-09-14,5.20
