id,name,stock_id,stock_name,price,convert_value,premium_rt,rating_cd,pb,convert_amt_ratio,convert_amt_ratio2,next_put_dt,put_price,put_convert_price,maturity_dt,redeem_price,last_time,force_redeem,redeem_dt,force_redeem_price
123102,华自转债,300490.sz,华自科技,331.3,353.95,-6.40%,AA-,4.43,8.2%,8.0%,2025-03-11,100.000,6.47,2027-03-11,119.000,5.488,X,,12.03
123028,清水转债,300437.sz,清水源,193.0,204.14,-5.46%,A+,4.63,13.4%,8.5%,2023-06-19,100.000,8.29,2025-06-18,115.000,3.759,X,,15.39
127040,国泰转债,002091.sz,江苏国泰,181.45,188.14,-3.55%,AA+,2.88,17.7%,17.2%,2025-07-07,100.000,6.31,2027-07-06,108.000,5.808,X,,11.73
123042,银河转债,300619.sz,金银河,262.36,271.33,-3.31%,A+,9.28,4.4%,3.3%,2024-01-15,100.000,17.07,2026-01-13,110.000,4.332,N,,31.69
127029,中钢转债,000928.sz,中钢国际,177.2,183.02,-3.18%,AA+,2.29,7.1%,7.1%,2025-03-18,100.000,4.12,2027-03-18,113.000,5.507,X,,7.66
113572,三祥转债,603663.ss,三祥新材,178.81,180.91,-1.16%,A+,7.18,2.3%,2.3%,2024-03-11,100.000,9.86,2026-03-11,108.000,4.488,Y,2021-09-23,18.32
123067,斯莱转债,300382.sz,斯莱克,329.643,333.33,-1.11%,AA-,15.92,1.9%,1.9%,2024-09-16,100.000,6.55,2026-09-16,115.000,5.005,N,,12.17
113525,台华转债,603055.ss,台华新材,230.11,232.52,-1.04%,AA,4.73,2.7%,2.5%,2022-12-17,100.000,5.45,2024-12-16,110.000,3.255,N,,10.11
127020,中金转债,000060.sz,中金岭南,136.8,138.23,-1.03%,AA+,1.82,15.7%,15.7%,2024-07-22,100.000,3.24,2026-07-19,110.000,4.844,X,,6.02
110048,福能转债,600483.ss,福能股份,200.79,202.8,-0.99%,AA+,1.77,7.4%,6.5%,2022-12-07,100.000,5.50,2024-12-06,109.000,3.227,N,,10.21
113014,林洋转债,601222.ss,林洋能源,149.8,151.18,-0.92%,AA,2.11,5.3%,5.3%,2021-10-27,100.000,5.91,2023-10-27,106.000,2.115,Y,2021-09-28,10.97
128109,楚江转债,002171.sz,楚江新材,154.103,155.5,-0.90%,AA,3.07,11.0%,10.2%,2024-06-03,100.000,6.04,2026-06-03,110.000,4.718,X,,11.22
113016,小康转债,601127.ss,小康股份,467.67,471.58,-0.83%,AA-,13.93,0.3%,0.2%,2021-11-06,100.000,11.87,2023-11-06,106.000,2.142,N,,22.05
127030,盛虹转债,000301.sz,东方盛虹,269.3,271.56,-0.83%,AA+,9.53,7.5%,2.7%,2025-03-21,100.000,9.87,2027-03-22,108.000,5.518,X,,18.33
113615,金诚转债,603979.ss,金诚信,218.44,219.68,-0.57%,AA,3.33,5.3%,5.3%,2024-12-23,100.000,8.86,2026-12-22,112.000,5.271,N,,16.45
127018,本钢转债,000761.sz,本钢板材,132.035,132.67,-0.48%,AAA,1.11,25.0%,22.4%,2024-06-28,100.000,3.51,2026-06-28,119.000,4.786,X,,6.53
110033,国贸转债,600755.ss,厦门国贸,135.94,136.46,-0.38%,AAA,0.65,4.9%,4.7%,2020-01-05,100.000,4.70,2022-01-05,108.000,0.307,X,,8.74
128103,同德转债,002360.sz,同德化工,201.848,202.56,-0.35%,A+,3.08,3.4%,2.6%,2024-03-25,100.000,3.56,2026-03-25,115.000,4.526,N,,6.60
128085,鸿达转债,002002.sz,鸿达兴业,163.898,164.45,-0.34%,B,2.01,2.2%,2.2%,2023-12-18,100.000,2.74,2025-12-16,118.000,4.255,X,,5.08
113039,嘉泽转债,601619.ss,嘉泽新能,149.89,150.29,-0.27%,AA,2.75,4.3%,4.2%,2024-08-23,100.000,2.42,2026-08-23,108.000,4.940,N,,4.50
123068,弘信转债,300657.sz,弘信电子,144.34,144.72,-0.26%,AA-,6.38,5.8%,5.5%,2024-10-14,100.000,10.74,2026-10-14,115.000,5.082,X,,19.94
128113,比音转债,002832.sz,比音勒芬,193.549,193.9,-0.18%,AA,5.60,2.9%,1.9%,2024-06-14,100.000,10.22,2026-06-14,112.000,4.748,N,,18.98
132014,18中化EB,601117.ss,中国化学,173.52,174.15,-0.16%,AAA,2.04,2.6%,2.1%,2022-04-24,100.000,5.17,2023-04-24,106.000,1.605,N,,9.61
110041,蒙电转债,600863.ss,内蒙华电,140.42,140.62,-0.15%,AAA,1.45,8.9%,8.9%,2021-12-21,100.000,1.79,2023-12-21,106.000,2.266,X,,3.33
113549,白电转债,603861.ss,白云电器,134.42,134.54,-0.09%,AA,1.96,17.9%,16.9%,2023-11-14,100.000,6.18,2025-11-14,110.000,4.167,X,,11.48
120003,19华菱EB,000932.sz,华菱钢铁,187.331,187.02,0.16%,AAA,1.45,4.2%,3.5%,2023-11-24,100.000,3.13,2024-11-22,110.000,3.189,X,,5.81
128130,景兴转债,002067.sz,景兴纸业,126.11,125.88,0.18%,AA,0.97,24.0%,21.2%,2024-08-30,100.000,2.72,2026-08-30,110.000,4.959,X,,4.42
120004,20华菱EB,000932.sz,华菱钢铁,171.021,169.92,0.65%,AAA,1.45,3.1%,2.6%,2024-01-09,100.000,3.44,2025-01-08,110.000,3.318,X,,6.40
110077,洪城转债,600461.ss,洪城环境,130.93,129.96,0.75%,AA+,1.52,22.7%,21.8%,2024-11-19,100.000,4.70,2026-11-19,110.000,5.181,X,,8.72
128050,钧达转债,002865.sz,钧达股份,196.789,195.27,0.78%,AA-,3.62,3.7%,3.6%,2022-12-10,100.000,10.36,2024-12-10,118.000,3.238,N,,19.24
128013,洪涛转债,002325.sz,洪涛股份,114.899,113.79,0.97%,A-,1.16,45.4%,34.4%,2020-07-29,100.000,1.62,2022-07-29,108.000,0.868,X,,3.02
113528,长城转债,603897.ss,长城科技,212.28,210.19,0.99%,AA-,4.09,6.0%,6.0%,2023-03-01,100.000,16.34,2025-03-01,112.000,3.460,N,,30.36
113027,华钰转债,601020.ss,ST华钰,165.86,164.11,1.07%,A,3.57,3.5%,3.5%,2023-06-14,100.000,7.12,2025-06-13,110.000,3.745,N,,13.22
113607,伟20转债,603568.ss,伟明环保,128.74,127.36,1.08%,AA,6.02,3.3%,3.3%,2024-11-01,100.000,15.20,2026-11-01,110.000,5.132,X,,28.22
113009,广汽转债,601238.ss,广汽集团,133.25,131.35,1.44%,AAA,2.17,1.9%,1.3%,2021-01-22,100.680,9.78,2022-01-22,106.000,0.353,X,,18.16
128096,奥瑞转债,002701.sz,奥瑞金,133.49,131.56,1.47%,AA+,2.02,4.7%,4.7%,2024-02-12,100.000,3.15,2026-02-11,110.000,4.411,N,,5.85
123047,久吾转债,300631.sz,久吾高科,305.1,300.57,1.51%,A+,7.01,2.8%,2.8%,2024-03-19,100.000,12.20,2026-03-19,121.000,4.510,Y,2021-10-20,22.66
128082,华锋转债,002806.sz,华锋股份,162.99,160.35,1.65%,A,2.56,8.7%,7.9%,2023-12-04,100.000,6.39,2025-12-03,115.000,4.219,N,,11.87
128018,时达转债,002527.sz,新时达,146.28,143.89,1.66%,AA,2.38,7.8%,6.1%,2021-11-06,100.000,5.15,2023-11-06,106.000,2.142,X,,9.57
113585,寿仙转债,603896.ss,寿仙谷,145.63,143.16,1.72%,AA-,4.30,1.7%,1.7%,2024-06-10,100.000,19.87,2026-06-08,112.000,4.732,N,,36.89
123052,飞鹿转债,300665.sz,飞鹿股份,162.5,159.29,2.01%,A+,3.62,10.4%,7.7%,2024-06-04,100.000,4.93,2026-06-04,120.000,4.721,N,,9.16
128075,远东转债,002406.sz,远东传动,127.902,125.33,2.05%,AA,1.24,16.5%,13.1%,2023-09-25,100.000,3.70,2025-09-23,110.000,4.025,N,,6.88
123083,朗新转债,300682.sz,朗新科技,145.1,142.07,2.13%,AA,4.17,5.1%,3.6%,2024-12-09,100.000,10.81,2026-12-08,110.000,5.233,X,,20.09
128093,百川转债,002455.sz,百川股份,387.645,378.68,2.37%,AA-,7.78,1.6%,1.3%,2024-01-03,100.000,4.04,2026-01-03,120.000,4.304,N,,7.50
113545,金能转债,603113.ss,金能科技,202.03,197.22,2.44%,AA,2.01,6.9%,5.8%,2023-10-13,100.000,7.30,2025-10-13,110.000,4.079,N,,13.56
113527,维格转债,603518.ss,锦泓集团,169.76,164.87,2.96%,AA,1.96,6.2%,6.2%,2023-01-23,100.000,6.89,2025-01-23,115.000,3.359,N,,12.80
127027,靖远转债,000552.sz,靖远煤电,124.0,120.43,2.96%,AA+,1.06,31.5%,31.5%,2024-12-09,100.000,2.26,2026-12-09,110.000,5.236,X,,4.20
123051,今天转债,300532.sz,今天国际,138.201,134.14,3.03%,A+,3.67,14.6%,8.8%,2024-06-03,100.000,6.09,2026-06-03,116.000,4.718,X,,11.31
123089,九洲转2,300040.sz,九洲集团,184.29,178.87,3.03%,AA-,2.40,7.0%,5.3%,2024-12-20,100.000,3.98,2026-12-20,115.000,5.266,N,,7.38
113048,晶科转债,601778.ss,晶科科技,181.52,176.09,3.08%,AA,2.29,17.9%,11.2%,2025-04-22,100.000,3.84,2027-04-22,112.000,5.603,X,,7.12
123084,高澜转债,300499.sz,高澜股份,171.0,165.56,3.29%,A+,4.52,7.9%,6.5%,2024-12-09,100.000,6.30,2026-12-09,115.000,5.236,N,,11.70
113568,新春转债,603667.ss,五洲新春,223.26,215.89,3.42%,AA-,3.07,5.4%,4.9%,2024-03-05,100.000,6.12,2026-03-05,118.000,4.471,N,,11.38
113621,彤程转债,603650.ss,彤程新材,187.37,180.87,3.59%,AA,14.14,1.5%,1.5%,2025-01-27,100.000,22.83,2027-01-25,110.000,5.364,N,,42.41
123046,天铁转债,300587.sz,天铁股份,407.0,391.86,3.86%,AA-,7.93,0.6%,0.5%,2024-03-18,100.000,4.13,2026-03-18,112.000,4.507,N,,7.67
128057,博彦转债,002649.sz,博彦科技,127.679,122.82,3.95%,AA-,1.78,10.1%,8.9%,2023-03-05,100.000,5.95,2025-03-05,112.000,3.471,X,,11.05
113034,滨化转债,601678.ss,滨化股份,278.79,267.9,4.06%,AA,2.53,2.0%,2.0%,2024-04-09,100.000,3.21,2026-04-09,110.000,4.567,N,,5.95
123086,海兰转债,300065.sz,海兰信,161.098,154.61,4.20%,AA-,4.20,10.5%,8.8%,2024-12-10,100.000,5.09,2026-12-10,118.000,5.238,N,,9.45
113504,艾华转债,603989.ss,艾华集团,168.91,161.75,4.43%,AA,4.77,3.6%,3.6%,2022-03-02,100.000,14.57,2024-03-01,106.000,2.460,N,,27.05
110070,凌钢转债,600231.ss,凌钢股份,147.08,140.52,4.67%,AA,1.17,2.0%,2.0%,2024-04-12,100.000,1.88,2026-04-12,112.000,4.575,X,,3.50
123098,一品转债,300723.sz,一品红,130.3,124.49,4.67%,AA-,5.85,10.8%,4.7%,2025-01-27,100.000,17.84,2027-01-27,118.000,5.370,N,,33.12
128111,中矿转债,002738.sz,中矿资源,496.001,473.8,4.69%,AA-,6.67,0.7%,0.6%,2024-06-10,100.000,10.79,2026-06-10,118.000,4.737,N,,20.05
132018,G三峡EB1,600900.ss,长江电力,123.1,117.74,4.74%,AAA,2.72,3.9%,3.9%,2023-04-10,100.000,11.72,2024-04-09,108.000,2.567,X,,20.09
110074,精达转债,600577.ss,精达股份,248.96,237.53,4.81%,AA,4.24,3.2%,3.2%,2024-08-19,100.000,2.61,2026-08-18,112.000,4.926,N,,4.85
123085,万顺转2,300057.sz,万顺新材,146.8,140.0,4.86%,AA-,1.65,20.2%,14.9%,2024-12-10,100.000,4.34,2026-12-10,108.000,5.238,X,,8.06
113541,荣晟转债,603165.ss,荣晟环保,129.39,123.34,4.91%,AA-,2.04,4.6%,4.6%,2023-07-24,100.000,7.59,2025-07-22,110.000,3.852,X,,14.09
128094,星帅转债,002860.sz,星帅尔,144.77,137.75,5.09%,A+,3.48,7.8%,5.6%,2024-01-16,100.000,9.66,2026-01-16,115.000,4.340,N,,17.94
