id,name,stock_id,stock_name,price,convert_value,premium_rt,rating_cd,pb,convert_amt_ratio,convert_amt_ratio2,next_put_dt,put_price,put_convert_price,maturity_dt,redeem_price,last_time,force_redeem,redeem_dt,force_redeem_price
123102,华自转债,300490.sz,华自科技,296.0,318.05,-6.93%,AA-,3.98,9.1%,8.9%,2025-03-11,100.000,6.47,2027-03-11,119.000,5.512,X,,12.03
113048,晶科转债,601778.ss,晶科科技,179.92,188.32,-4.46%,AA,2.44,16.7%,10.5%,2025-04-22,100.000,3.84,2027-04-22,112.000,5.627,X,,7.12
123094,星源转2,300568.sz,星源材质,261.303,268.13,-2.54%,AA,12.31,0.2%,0.1%,2025-01-20,100.000,11.78,2027-01-19,112.000,5.373,Y,2021-09-06,25.53
113014,林洋转债,601222.ss,林洋能源,153.59,156.16,-1.65%,AA,2.07,9.7%,9.7%,2021-10-27,100.000,5.91,2023-10-27,106.000,2.140,Y,,10.97
127018,本钢转债,000761.sz,本钢板材,132.502,134.26,-1.31%,AAA,1.13,27.9%,25.1%,2024-06-28,100.000,3.51,2026-06-28,119.000,4.811,X,,6.53
120004,20华菱EB,000932.sz,华菱钢铁,158.504,160.37,-1.16%,AAA,1.36,3.3%,2.8%,2024-01-09,100.000,3.44,2025-01-08,110.000,3.342,X,,6.40
127029,中钢转债,000928.sz,中钢国际,188.764,190.83,-1.08%,AA+,2.39,6.8%,6.8%,2025-03-18,100.000,4.12,2027-03-18,113.000,5.532,X,,7.66
123068,弘信转债,300657.sz,弘信电子,167.5,169.23,-1.02%,AA-,7.46,5.3%,5.0%,2024-10-14,100.000,10.74,2026-10-14,115.000,5.107,X,,19.94
123030,九洲转债,300040.sz,九洲集团,220.447,222.5,-0.92%,AA-,2.07,2.0%,1.6%,2023-08-21,100.000,2.80,2025-08-19,115.000,3.953,Y,2021-09-14,5.20
132014,18中化EB,601117.ss,中国化学,187.41,189.34,-0.84%,AAA,1.72,2.7%,2.7%,2022-04-24,100.000,4.99,2023-04-24,106.000,1.630,N,,9.27
110033,国贸转债,600755.ss,厦门国贸,132.66,133.18,-0.39%,AAA,0.64,6.8%,6.5%,2020-01-05,100.000,4.70,2022-01-05,108.000,0.332,X,,8.74
120003,19华菱EB,000932.sz,华菱钢铁,176.0,176.51,-0.29%,AAA,1.36,4.4%,3.7%,2023-11-24,100.000,3.13,2024-11-22,110.000,3.214,X,,5.81
113525,台华转债,603055.ss,台华新材,196.66,196.66,0.00%,AA,3.95,4.0%,3.7%,2022-12-17,100.000,5.45,2024-12-16,110.000,3.279,X,,10.11
113039,嘉泽转债,601619.ss,嘉泽新能,148.46,148.27,0.13%,AA,2.71,4.6%,4.5%,2024-08-23,100.000,2.42,2026-08-23,108.000,4.964,X,,4.50
113612,永冠转债,603681.ss,永冠新材,167.71,167.46,0.15%,AA-,3.47,4.9%,2.1%,2024-12-09,100.000,14.41,2026-12-07,115.000,5.255,Y,2021-09-09,26.77
128103,同德转债,002360.sz,同德化工,204.18,203.74,0.22%,A+,3.10,3.4%,2.6%,2024-03-25,100.000,3.56,2026-03-25,115.000,4.551,N,,6.60
128085,鸿达转债,002002.sz,鸿达兴业,152.388,151.92,0.31%,B,1.86,2.5%,2.5%,2023-12-18,100.000,2.74,2025-12-16,118.000,4.279,X,,5.08
113572,三祥转债,603663.ss,三祥新材,171.13,170.55,0.34%,A+,6.77,3.5%,3.5%,2024-03-11,100.000,9.86,2026-03-11,108.000,4.512,Y,,18.32
113016,小康转债,601127.ss,小康股份,438.61,437.03,0.36%,AA-,12.91,0.3%,0.2%,2021-11-06,100.000,11.87,2023-11-06,106.000,2.167,N,,22.05
128050,钧达转债,002865.sz,钧达股份,211.049,209.26,0.86%,AA-,3.88,3.4%,3.3%,2022-12-10,100.000,10.36,2024-12-10,118.000,3.263,N,,19.24
123079,运达转债,300772.sz,运达股份,283.591,281.15,0.87%,AA,7.39,0.6%,0.4%,2024-11-29,100.000,10.58,2026-11-30,110.000,5.236,Y,2021-09-08,19.66
123098,一品转债,300723.sz,一品红,140.05,138.15,1.38%,AA-,6.49,9.8%,4.2%,2025-01-27,100.000,17.84,2027-01-27,118.000,5.395,N,,33.12
113009,广汽转债,601238.ss,广汽集团,142.51,140.37,1.52%,AAA,2.32,1.8%,1.3%,2021-01-22,100.680,9.78,2022-01-22,106.000,0.378,X,,18.16
110074,精达转债,600577.ss,精达股份,218.2,214.75,1.61%,AA,3.83,3.6%,3.6%,2024-08-19,100.000,2.61,2026-08-18,112.000,4.951,N,,4.85
128113,比音转债,002832.sz,比音勒芬,188.55,185.34,1.73%,AA,5.36,3.0%,2.0%,2024-06-14,100.000,10.22,2026-06-14,112.000,4.773,N,,18.98
123067,斯莱转债,300382.sz,斯莱克,321.3,315.28,1.91%,AA-,15.06,2.0%,2.0%,2024-09-16,100.000,6.55,2026-09-16,115.000,5.030,N,,12.17
113607,伟20转债,603568.ss,伟明环保,137.5,134.87,1.95%,AA,6.37,3.2%,3.2%,2024-11-01,100.000,15.20,2026-11-01,110.000,5.156,X,,28.22
128051,光华转债,002741.sz,光华科技,190.662,186.64,2.16%,AA-,6.66,0.5%,0.4%,2022-12-14,100.000,8.90,2024-12-14,110.000,3.274,Y,2021-09-07,16.54
127020,中金转债,000060.sz,中金岭南,131.5,128.51,2.33%,AA+,1.69,17.8%,17.8%,2024-07-22,100.000,3.24,2026-07-19,110.000,4.868,X,,6.02
113585,寿仙转债,603896.ss,寿仙谷,147.33,143.31,2.81%,AA-,4.31,1.7%,1.7%,2024-06-10,100.000,19.87,2026-06-08,112.000,4.756,N,,36.89
132018,G三峡EB1,600900.ss,长江电力,123.0,119.59,3.02%,AAA,2.76,3.9%,3.9%,2023-04-10,100.000,11.72,2024-04-09,108.000,2.592,X,,20.09
128013,洪涛转债,002325.sz,洪涛股份,111.483,108.19,3.04%,A-,1.10,47.7%,36.2%,2020-07-29,100.000,1.62,2022-07-29,108.000,0.893,X,,3.02
110048,福能转债,600483.ss,福能股份,205.68,198.98,3.37%,AA+,1.74,7.5%,6.7%,2022-12-07,100.000,5.50,2024-12-06,109.000,3.252,N,,10.21
123084,高澜转债,300499.sz,高澜股份,172.279,166.0,3.78%,A+,4.54,7.9%,6.4%,2024-12-09,100.000,6.30,2026-12-09,115.000,5.260,N,,11.70
123052,飞鹿转债,300665.sz,飞鹿股份,146.6,140.99,3.98%,A+,3.20,11.7%,8.7%,2024-06-04,100.000,4.93,2026-06-04,120.000,4.745,N,,9.16
110041,蒙电转债,600863.ss,内蒙华电,134.06,128.91,4.00%,AAA,1.33,9.8%,9.8%,2021-12-21,100.000,1.79,2023-12-21,106.000,2.290,X,,3.33
128094,星帅转债,002860.sz,星帅尔,144.719,139.06,4.07%,A+,3.51,7.9%,5.6%,2024-01-16,100.000,9.66,2026-01-16,115.000,4.364,N,,17.94
123051,今天转债,300532.sz,今天国际,140.0,134.25,4.28%,A+,3.67,14.6%,8.8%,2024-06-03,100.000,6.09,2026-06-03,116.000,4.742,X,,11.31
127030,盛虹转债,000301.sz,东方盛虹,235.178,225.53,4.28%,AA+,7.92,9.1%,3.3%,2025-03-21,100.000,9.87,2027-03-22,108.000,5.542,X,,18.33
123089,九洲转2,300040.sz,九洲集团,163.41,156.69,4.29%,AA-,2.07,8.0%,6.1%,2024-12-20,100.000,3.98,2026-12-20,115.000,5.290,N,,7.38
118000,嘉元转债,688388.ss,嘉元科技,160.31,153.24,4.61%,AA-,9.20,6.1%,4.5%,2025-02-24,100.000,55.12,2027-02-22,115.000,5.466,X,,102.36
113504,艾华转债,603989.ss,艾华集团,157.7,150.65,4.68%,AA,4.44,3.9%,3.9%,2022-03-02,100.000,14.57,2024-03-01,106.000,2.485,N,,27.05
128096,奥瑞转债,002701.sz,奥瑞金,140.804,134.44,4.73%,AA+,2.07,4.6%,4.6%,2024-02-12,100.000,3.15,2026-02-11,110.000,4.436,N,,5.85
128075,远东转债,002406.sz,远东传动,130.191,124.01,4.99%,AA,1.22,16.7%,13.3%,2023-09-25,100.000,3.70,2025-09-23,110.000,4.049,N,,6.88
128093,百川转债,002455.sz,百川股份,330.0,313.17,5.37%,AA-,6.43,2.0%,1.6%,2024-01-03,100.000,4.04,2026-01-03,120.000,4.329,N,,7.50
128128,齐翔转2,002408.sz,齐翔腾达,191.6,181.56,5.53%,AA,2.47,3.1%,3.0%,2024-08-19,100.000,5.58,2026-08-19,110.000,4.953,N,,10.36
110077,洪城转债,600461.ss,洪城环境,136.51,129.21,5.65%,AA+,1.51,22.8%,21.9%,2024-11-19,100.000,4.70,2026-11-19,110.000,5.205,X,,8.72
110070,凌钢转债,600231.ss,凌钢股份,137.48,130.11,5.66%,AA,1.08,2.2%,2.2%,2024-04-12,100.000,1.88,2026-04-12,112.000,4.600,X,,3.50
128057,博彦转债,002649.sz,博彦科技,131.0,123.88,5.75%,AA-,1.80,10.0%,8.8%,2023-03-05,100.000,5.95,2025-03-05,112.000,3.496,X,,11.05
128082,华锋转债,002806.sz,华锋股份,180.768,170.65,5.93%,A,2.72,8.1%,7.4%,2023-12-04,100.000,6.39,2025-12-03,115.000,4.244,N,,11.87
128018,时达转债,002527.sz,新时达,145.75,137.36,6.10%,AA,2.27,8.2%,6.4%,2021-11-06,100.000,5.15,2023-11-06,106.000,2.167,X,,9.57
113047,旗滨转债,601636.ss,旗滨集团,214.07,201.02,6.49%,AA+,6.26,2.2%,2.2%,2025-04-08,100.000,8.96,2027-04-08,110.000,5.589,X,,16.64
123012,万顺转债,300057.sz,万顺新材,157.28,147.44,6.68%,AA-,1.47,3.3%,2.4%,2022-07-20,100.000,3.69,2024-07-20,106.000,2.871,N,,6.85
127011,中鼎转2,000887.sz,中鼎股份,164.0,153.64,6.74%,AA+,2.32,5.6%,5.6%,2023-03-08,100.000,7.97,2025-03-08,110.000,3.504,N,,14.81
123086,海兰转债,300065.sz,海兰信,169.59,158.6,6.93%,AA-,4.31,10.3%,8.6%,2024-12-10,100.000,5.09,2026-12-10,118.000,5.263,X,,9.45
113527,维格转债,603518.ss,锦泓集团,177.42,165.89,6.95%,AA,1.97,6.2%,6.2%,2023-01-23,100.000,6.89,2025-01-23,115.000,3.384,N,,12.80
123097,美力转债,300611.sz,美力科技,123.121,115.09,6.98%,A+,2.40,23.1%,15.7%,2025-01-27,100.000,6.50,2027-01-26,115.000,5.392,X,,12.06
128130,景兴转债,002067.sz,景兴纸业,121.0,112.94,7.14%,AA,0.87,26.8%,23.6%,2024-08-30,100.000,2.72,2026-08-30,110.000,4.984,X,,4.42
