id,name,stock_id,stock_name,price,convert_value,premium_rt,rating_cd,pb,convert_amt_ratio,convert_amt_ratio2,next_put_dt,put_price,put_convert_price,maturity_dt,redeem_price,last_time,force_redeem,redeem_dt,force_redeem_price
123102,华自转债,300490.sz,华自科技,285.507,309.73,-7.82%,AA-,3.87,9.3%,9.1%,2025-03-11,100.000,6.47,2027-03-11,119.000,5.493,X,,12.03
127029,中钢转债,000928.sz,中钢国际,190.0,197.45,-3.77%,AA+,2.48,6.6%,6.6%,2025-03-18,100.000,4.12,2027-03-18,113.000,5.512,X,,7.66
127020,中金转债,000060.sz,中金岭南,145.83,148.81,-2.00%,AA+,1.96,15.3%,15.3%,2024-07-22,100.000,3.24,2026-07-19,110.000,4.849,X,,6.02
127030,盛虹转债,000301.sz,东方盛虹,272.5,276.24,-1.35%,AA+,9.70,7.4%,2.7%,2025-03-21,100.000,9.87,2027-03-22,108.000,5.523,X,,18.33
113014,林洋转债,601222.ss,林洋能源,138.1,139.45,-0.97%,AA,1.94,6.6%,6.6%,2021-10-27,100.000,5.91,2023-10-27,106.000,2.121,Y,2021-09-28,10.97
113572,三祥转债,603663.ss,三祥新材,170.55,171.75,-0.70%,A+,6.82,2.9%,2.9%,2024-03-11,100.000,9.86,2026-03-11,108.000,4.493,Y,2021-09-23,18.32
113615,金诚转债,603979.ss,金诚信,221.66,223.0,-0.60%,AA,3.38,5.4%,5.4%,2024-12-23,100.000,8.86,2026-12-22,112.000,5.277,N,,16.45
113528,长城转债,603897.ss,长城科技,219.26,220.13,-0.39%,AA-,4.29,5.8%,5.8%,2023-03-01,100.000,16.34,2025-03-01,112.000,3.466,N,,30.36
127018,本钢转债,000761.sz,本钢板材,140.002,140.44,-0.31%,AAA,1.18,23.7%,21.2%,2024-06-28,100.000,3.51,2026-06-28,119.000,4.792,X,,6.53
113525,台华转债,603055.ss,台华新材,233.11,233.68,-0.24%,AA,4.71,2.8%,2.6%,2022-12-17,100.000,5.45,2024-12-16,110.000,3.260,N,,10.11
128113,比音转债,002832.sz,比音勒芬,191.3,191.64,-0.18%,AA,5.54,2.9%,2.0%,2024-06-14,100.000,10.22,2026-06-14,112.000,4.753,N,,18.98
123068,弘信转债,300657.sz,弘信电子,144.704,144.92,-0.15%,AA-,6.39,5.8%,5.5%,2024-10-14,100.000,10.74,2026-10-14,115.000,5.088,X,,19.94
120003,19华菱EB,000932.sz,华菱钢铁,198.6,198.88,-0.14%,AAA,1.54,3.9%,3.3%,2023-11-24,100.000,3.13,2024-11-22,110.000,3.195,X,,5.81
127040,国泰转债,002091.sz,江苏国泰,166.205,166.3,-0.06%,AA+,2.55,20.1%,19.4%,2025-07-07,100.000,6.31,2027-07-06,108.000,5.814,X,,11.73
113607,伟20转债,603568.ss,伟明环保,131.61,131.64,-0.03%,AA,6.22,3.3%,3.3%,2024-11-01,100.000,15.20,2026-11-01,110.000,5.137,X,,28.22
