bond_id,bond_nm,stock_id,stock_nm,btype,convert_price,convert_price_valid_from,convert_dt,maturity_dt,next_put_dt,put_dt,put_notes,put_price,put_inc_cpn_fl,put_convert_price_ratio,put_count_days,put_total_days,put_real_days,repo_discount_rt,repo_valid_from,repo_valid_to,turnover_rt,redeem_price,redeem_inc_cpn_fl,redeem_price_ratio,redeem_count_days,redeem_total_days,redeem_real_days,redeem_dt,redeem_flag,orig_iss_amt,curr_iss_amt,rating_cd,issuer_rating_cd,guarantor,ssc_dt,esc_dt,sc_notes,market_cd,force_redeem,real_force_redeem_price,convert_cd,repo_cd,ration,ration_cd,apply_cd,online_offline_ratio,qflag,qflag2,ration_rt,fund_rt,margin_flg,lt_bps,pb,pb_flag,total_shares,float_shares,sqflg,sprice,svolume,sincrease_rt,qstatus,bond_value,bond_value2,volatility_rate,last_time,convert_value,premium_rt,year_left,ytm_rt,ytm_rt_tax,price,full_price,increase_rt,volume,convert_price_valid,adj_scnt,adj_cnt,redeem_icon,ref_yield_info,adjust_tip,adjusted,option_tip,bond_value3,left_put_year,short_maturity_dt,dblow,force_redeem_price,put_convert_price,convert_amt_ratio,convert_amt_ratio2,convert_amt_ratio_tips,stock_net_value,stock_cd,pre_bond_id,repo_valid,convert_cd_tip,price_tips
127052,杭锅转债,sz002534,杭锅股份,C,28.08,,2022-06-30,2027-12-23,2025-12-23,,,100.000,y,58.53,30,30,0,0.00,,,,110.000,n,130.000,15,30,0,,X,11.100,11.100,AA,AA,无,,,,szmb,,,未到转股期,127052,1.5445,082534,072534,,N,N,,-,,,7.19,N,739201050.0,725645705.0,Y,33.58,49219.58,9.99%,00,buy,buy,buy,,119.59,-16.38%,5.997,2.41%,1.95%,100.000,100.000,0.00%,0.00,Y,0,0,,-,,N,-,buy,-,27-12-23,83.62,36.50,19.66,4.6%,4.5%,"转债占流动市值比：4.6%
转债占总市值比：4.5%",0.00,002534,sz127052,有效期：-；质押代码：127052,未到转股期；2022-06-30 开始转股,待上市
111002,特纸转债,sh605007,五洲特纸,C,18.50,,2022-06-14,2027-12-07,2025-12-08,,,100.000,y,59.00,30,30,0,0.00,,,,112.000,n,130.000,15,30,0,,X,6.700,6.700,AA,AA,无,,,,shmb,,,未到转股期,111002,1.6740,715007,713007,,N,N,91.050,-,,,4.67,N,400010000.0,82360463.0,Y,21.95,29672.42,4.57%,00,buy,buy,buy,,118.65,-15.72%,5.959,2.73%,2.21%,100.000,100.000,0.00%,0.00,Y,0,0,,-,,N,-,buy,-,27-12-07,84.28,24.05,12.95,37.1%,7.6%,"转债占流动市值比：37.1%
转债占总市值比：7.6%",0.00,605007,sh111002,有效期：-；质押代码：111002,未到转股期；2022-06-14 开始转股,待上市
113635,升21转债,sh603305,旭升股份,C,46.37,,2022-06-16,2027-12-09,2025-12-09,,,100.000,y,61.13,30,30,0,0.00,,,,115.000,n,130.000,15,30,0,,X,13.500,13.500,AA-,AA-,无,,,,shmb,,,未到转股期,113635,3.0190,753305,754305,,N,N,62.910,-,,,6.77,N,447038482.0,447038482.0,Y,53.10,59803.97,9.44%,00,buy,buy,buy,,114.51,-12.67%,5.964,3.10%,2.50%,100.000,100.000,0.00%,0.00,Y,0,0,,-,,N,-,buy,-,27-12-09,87.33,60.28,32.46,5.7%,5.7%,"转债占流动市值比：5.7%
转债占总市值比：5.7%",0.00,603305,sh113635,有效期：-；质押代码：113635,未到转股期；2022-06-16 开始转股,待上市
123134,卡倍转债,sz300863,卡倍亿,C,92.50,,2022-07-01,2027-12-27,2025-12-29,,,100.000,y,61.66,30,30,0,0.00,,,,115.000,n,130.000,15,30,0,,X,2.790,2.790,A+,A+,无,,,,szcy,,,未到转股期,123134,5.0516,380863,370863,,N,N,,-,R,,9.16,N,55230000.0,18720000.0,Y,105.01,66791.13,20.00%,00,buy,buy,buy,,113.52,-11.91%,6.000,3.29%,2.66%,100.000,100.000,0.00%,0.00,Y,0,0,,-,,N,-,buy,-,27-12-27,88.09,120.25,64.75,14.2%,4.8%,"转债占流动市值比：14.2%
转债占总市值比：4.8%",0.00,300863,sz123134,有效期：-；质押代码：123134,未到转股期；2022-07-01 开始转股,待上市
113634,珀莱转债,sh603605,珀莱雅,C,195.98,,2022-06-14,2027-12-07,2025-12-08,,,100.000,y,65.20,30,30,0,0.00,,,,115.000,n,130.000,15,30,0,,X,7.517,7.517,AA,AA,无,,,,shmb,,,未到转股期,113634,3.7390,753605,754605,,N,N,13.430,-,R,,16.18,N,201009966.0,200662765.0,Y,210.42,19952.54,-0.94%,00,buy,buy,buy,,107.37,-6.86%,5.959,3.17%,2.57%,100.000,100.000,0.00%,0.00,Y,0,0,,-,,N,-,buy,-,27-12-07,93.14,254.77,137.19,1.8%,1.8%,"转债占流动市值比：1.8%
转债占总市值比：1.8%",0.00,603605,sh113634,有效期：-；质押代码：113634,未到转股期；2022-06-14 开始转股,待上市
113636,甬金转债,sh603995,甬金股份,C,53.07,,2022-06-17,2027-12-13,2025-12-12,,,100.000,y,68.03,30,30,0,0.00,,,,115.000,n,130.000,15,30,0,,X,10.000,10.000,AA-,AA-,无,,,,shmb,,,未到转股期,113636,4.2890,753995,754995,,N,N,,-,,,3.71,N,233120400.0,111824211.0,Y,54.61,7083.59,-1.51%,00,buy,buy,buy,,102.90,-2.82%,5.975,3.24%,2.62%,100.000,100.000,0.00%,0.00,Y,0,0,,-,,N,-,buy,-,27-12-13,97.18,68.99,37.15,16.4%,7.9%,"转债占流动市值比：16.4%
转债占总市值比：7.9%",0.00,603995,sh113636,有效期：-；质押代码：113636,未到转股期；2022-06-17 开始转股,待上市
127007,湖广转债,sz000665,湖北广电,C,5.58,2020-07-17,2019-01-04,2024-06-28,2022-06-28,,,100.000,y,56.20,30,30,0,0.00,,,229.77,108.000,n,130.000,15,30,0,,X,17.336,11.406,AA+,AA+,无担保,,,,szmb,,,127007,127007,2.7248,080665,070665,,N,N,16.550,buy,R,,1.15,N,981894666.0,981839961.0,Y,6.95,145944.92,5.30%,00,buy,buy,buy,15:14:03,124.55,-1.21%,2.515,-3.98%,-4.75%,123.049,123.049,2.89%,328383.91,Y,1,1,,-,,N,-,buy,-,24-06-28,121.84,7.25,3.91,16.7%,16.7%,"转债占流动市值比：16.7%
转债占总市值比：16.7%",0.00,000665,sz127007,有效期：-；质押代码：127007,127007；2019-01-04 开始转股,全价：123.049 最后更新：15:14:03
113629,泉峰转债,sh603982,泉峰汽车,C,23.03,,2022-03-22,2027-09-13,2025-09-15,,,100.000,y,31.44,30,30,0,0.00,,,64.49,115.000,n,130.000,15,30,0,,X,6.200,6.200,AA-,AA-,无,,,,shmb,,,未到转股期,113629,3.0780,753982,754982,,N,N,36.230,buy,,,5.67,N,201415700.0,81723140.0,Y,51.28,32892.15,8.87%,00,buy,buy,buy,14:59:59,222.67,-0.56%,5.726,-10.17%,-10.70%,221.430,221.430,6.10%,87846.05,Y,0,0,,-,,N,-,buy,-,27-09-13,220.87,29.94,16.12,14.8%,6.0%,"转债占流动市值比：14.8%
转债占总市值比：6.0%",0.00,603982,sh113629,有效期：-；质押代码：113629,未到转股期；2022-03-22 开始转股,全价：221.430 最后更新：14:59:59
113607,伟20转债,sh603568,伟明环保,C,21.71,2021-07-06,2021-05-06,2026-11-01,2024-11-01,,,100.000,y,40.74,30,30,0,0.00,,,61.85,110.000,n,130.000,20,30,30,2021-12-28,Y,12.000,0.696,AA,AA,无担保,,,,shmb,"最后交易日：2021年12月28日
最后赎回日：2021年12月28日
赎回价：100.078元/涨",100.078,113607,113607,0.9540,753568,754568,,N,N,91.110,buy,R,,7.62,N,1284764498.0,1284764498.0,Y,37.30,14943.24,1.08%,00,buy,buy,buy,14:59:59,171.81,-0.49%,4.860,-7.99%,-8.47%,170.970,170.970,0.84%,7332.45,Y,0,0,R,-,,N,-,buy,-,26-11-01,170.48,28.22,15.20,0.1%,0.1%,"转债占流动市值比：0.1%
转债占总市值比：0.1%",0.00,603568,sh113607,有效期：-；质押代码：113607,113607；2021-05-06 开始转股,全价：170.970 最后更新：14:59:59
113536,三星转债,sh603578,三星新材,C,13.76,2021-05-28,2019-12-06,2025-05-30,2023-05-31,,,100.000,y,54.91,30,30,0,0.00,,,59.70,110.000,n,130.000,15,30,22,2021-12-30,Y,1.920,0.974,AA,A+,德清联创科技新城建设有限公司为本次发行可转债提供连带责任保证担保,,,,shmb,"最后交易日：2021年12月30日
最后转股日：2021年12月30日
赎回价：100.586元/张",100.586,113536,113536,2.1390,753578,754578,,N,N,35.470,buy,,,2.81,N,128396153.0,128001353.0,Y,17.54,4842.95,-2.77%,00,buy,buy,buy,14:59:58,127.47,-0.39%,3.436,-3.07%,-3.79%,126.980,126.980,-2.64%,7442.13,Y,0,0,R,-,,N,-,buy,-,25-05-30,126.59,17.89,9.63,4.3%,4.3%,"转债占流动市值比：4.3%
转债占总市值比：4.3%",0.00,603578,sh113536,有效期：-；质押代码：113536,113536；2019-12-06 开始转股,全价：126.980 最后更新：14:59:58
