id,name,stock_id,stock_name,price,convert_value,premium_rt,rating_cd,pb,convert_amt_ratio,convert_amt_ratio2,next_put_dt,put_price,put_convert_price,maturity_dt,redeem_price,last_time,force_redeem,redeem_dt,force_redeem_price
123102,华自转债,300490.sz,华自科技,302.501,349.19,-13.37%,AA-,4.37,8.3%,8.1%,2025-03-11,100.000,6.47,2027-03-11,119.000,5.529,X,,12.03
113048,晶科转债,601778.ss,晶科科技,163.58,172.26,-5.04%,AA,2.24,18.3%,11.5%,2025-04-22,100.000,3.84,2027-04-22,112.000,5.644,X,,7.12
127029,中钢转债,000928.sz,中钢国际,182.579,188.46,-3.12%,AA+,2.36,6.9%,6.9%,2025-03-18,100.000,4.12,2027-03-18,113.000,5.548,X,,7.66
123094,星源转2,300568.sz,星源材质,215.0,217.92,-1.34%,AA,10.01,0.8%,0.7%,2025-01-20,100.000,11.78,2027-01-19,112.000,5.389,Y,2021-09-06,25.53
123079,运达转债,300772.sz,运达股份,226.9,229.96,-1.33%,AA,6.05,1.1%,0.6%,2024-11-29,100.000,10.58,2026-11-30,110.000,5.252,Y,2021-09-08,19.66
128085,鸿达转债,002002.sz,鸿达兴业,163.4,164.96,-0.95%,B,2.02,2.6%,2.6%,2023-12-18,100.000,2.74,2025-12-16,118.000,4.296,X,,5.08
123030,九洲转债,300040.sz,九洲集团,212.5,214.5,-0.93%,AA-,2.00,2.3%,1.8%,2023-08-21,100.000,2.80,2025-08-19,115.000,3.970,Y,2021-09-14,5.20
113014,林洋转债,601222.ss,林洋能源,134.12,135.31,-0.88%,AA,1.79,12.4%,12.4%,2021-10-27,100.000,5.91,2023-10-27,106.000,2.156,X,,10.97
123068,弘信转债,300657.sz,弘信电子,136.0,136.7,-0.51%,AA-,6.03,6.8%,6.4%,2024-10-14,100.000,10.74,2026-10-14,115.000,5.123,X,,19.94
113508,新凤转债,603225.ss,新凤鸣,116.86,117.32,-0.39%,AA,1.90,1.3%,1.3%,2022-04-26,100.000,10.96,2024-04-25,108.000,2.652,Y,2021-08-31,20.34
120004,20华菱EB,000932.sz,华菱钢铁,158.0,158.54,-0.34%,AAA,1.35,3.4%,2.8%,2024-01-09,100.000,3.44,2025-01-08,110.000,3.359,X,,6.40
113012,骆驼转债,601311.ss,骆驼股份,149.38,149.8,-0.28%,AA,2.10,0.7%,0.7%,2021-03-23,100.000,6.90,2023-03-24,105.000,1.562,Y,2021-09-02,12.82
127020,中金转债,000060.sz,中金岭南,130.78,131.1,-0.25%,AA+,1.72,17.5%,17.5%,2024-07-22,100.000,3.24,2026-07-19,110.000,4.885,X,,6.02
113612,永冠转债,603681.ss,永冠新材,169.19,169.5,-0.18%,AA-,3.52,10.9%,4.0%,2024-12-09,100.000,14.41,2026-12-07,115.000,5.271,Y,2021-09-09,26.77
127018,本钢转债,000761.sz,本钢板材,124.901,125.1,-0.16%,AAA,1.05,30.8%,27.7%,2024-06-28,100.000,3.51,2026-06-28,119.000,4.827,X,,6.53
120003,19华菱EB,000932.sz,华菱钢铁,174.3,174.5,-0.11%,AAA,1.35,4.5%,3.7%,2023-11-24,100.000,3.13,2024-11-22,110.000,3.230,X,,5.81
110033,国贸转债,600755.ss,厦门国贸,129.39,129.46,-0.06%,AAA,0.62,7.1%,6.8%,2020-01-05,100.000,4.70,2022-01-05,108.000,0.348,X,,8.74
132014,18中化EB,601117.ss,中国化学,189.5,189.62,0.11%,AAA,1.73,2.9%,2.9%,2022-04-24,100.000,4.99,2023-04-24,106.000,1.647,N,,9.27
113572,三祥转债,603663.ss,三祥新材,178.11,177.64,0.26%,A+,7.03,3.5%,3.5%,2024-03-11,100.000,9.86,2026-03-11,108.000,4.529,Y,,18.32
128051,光华转债,002741.sz,光华科技,211.3,210.53,0.36%,AA-,7.76,0.5%,0.4%,2022-12-14,100.000,8.90,2024-12-14,110.000,3.290,Y,2021-09-07,16.54
128103,同德转债,002360.sz,同德化工,197.6,196.65,0.48%,A+,3.00,3.5%,2.7%,2024-03-25,100.000,3.56,2026-03-25,115.000,4.567,N,,6.60
113039,嘉泽转债,601619.ss,嘉泽新能,141.37,140.46,0.65%,AA,2.57,4.9%,4.7%,2024-08-23,100.000,2.42,2026-08-23,108.000,4.981,X,,4.50
128109,楚江转债,002171.sz,楚江新材,163.67,162.34,0.82%,AA,3.20,10.5%,9.8%,2024-06-03,100.000,6.04,2026-06-03,110.000,4.759,X,,11.22
128050,钧达转债,002865.sz,钧达股份,238.0,235.95,0.87%,AA-,4.25,3.1%,3.0%,2022-12-10,100.000,10.36,2024-12-10,118.000,3.279,N,,19.24
123067,斯莱转债,300382.sz,斯莱克,278.229,274.57,1.33%,AA-,13.11,2.3%,2.3%,2024-09-16,100.000,6.55,2026-09-16,115.000,5.047,N,,12.17
123098,一品转债,300723.sz,一品红,138.11,136.26,1.35%,AA-,6.40,9.9%,4.3%,2025-01-27,100.000,17.84,2027-01-27,118.000,5.411,N,,33.12
113016,小康转债,601127.ss,小康股份,445.99,439.86,1.39%,AA-,21.12,0.3%,0.2%,2021-11-06,100.000,11.87,2023-11-06,106.000,2.184,N,,22.05
123069,金诺转债,300505.sz,川金诺,229.99,226.3,1.63%,AA-,5.24,6.6%,4.5%,2024-10-15,100.000,13.36,2026-10-15,120.000,5.126,N,,24.82
128082,华锋转债,002806.sz,华锋股份,193.21,189.7,1.85%,A,3.17,7.3%,6.6%,2023-12-04,100.000,6.39,2025-12-03,115.000,4.260,N,,11.87
113009,广汽转债,601238.ss,广汽集团,134.75,132.28,1.86%,AAA,2.20,1.9%,1.3%,2021-01-22,100.680,9.78,2022-01-22,106.000,0.395,X,,18.16
113047,旗滨转债,601636.ss,旗滨集团,217.53,213.12,2.07%,AA+,6.63,2.0%,2.0%,2025-04-08,100.000,8.96,2027-04-08,110.000,5.605,X,,16.64
128013,洪涛转债,002325.sz,洪涛股份,108.81,106.47,2.20%,A-,1.08,48.5%,36.8%,2020-07-29,100.000,1.62,2022-07-29,108.000,0.910,X,,3.02
128094,星帅转债,002860.sz,星帅尔,141.386,137.97,2.48%,A+,3.44,8.1%,5.7%,2024-01-16,100.000,9.66,2026-01-16,115.000,4.381,N,,17.94
110074,精达转债,600577.ss,精达股份,228.9,223.32,2.50%,AA,3.99,3.4%,3.4%,2024-08-19,100.000,2.61,2026-08-18,112.000,4.967,N,,4.85
113607,伟20转债,603568.ss,伟明环保,134.62,131.28,2.55%,AA,6.20,3.4%,3.4%,2024-11-01,100.000,15.20,2026-11-01,110.000,5.173,X,,28.22
123084,高澜转债,300499.sz,高澜股份,146.888,143.22,2.56%,A+,3.91,9.1%,7.5%,2024-12-09,100.000,6.30,2026-12-09,115.000,5.277,N,,11.70
113525,台华转债,603055.ss,台华新材,156.95,152.44,2.96%,AA,3.06,5.2%,4.8%,2022-12-17,100.000,5.45,2024-12-16,110.000,3.296,X,,10.11
113585,寿仙转债,603896.ss,寿仙谷,141.36,136.72,3.40%,AA-,4.11,1.8%,1.8%,2024-06-10,100.000,19.87,2026-06-08,112.000,4.773,N,,36.89
128096,奥瑞转债,002701.sz,奥瑞金,135.44,130.89,3.48%,AA+,2.01,4.7%,4.7%,2024-02-12,100.000,3.15,2026-02-11,110.000,4.452,N,,5.85
110066,盛屯转债,600711.ss,盛屯矿业,268.14,258.32,3.80%,AA,2.94,1.2%,1.1%,2024-03-01,100.000,3.41,2026-03-02,110.000,4.504,N,,6.33
128075,远东转债,002406.sz,远东传动,127.0,122.31,3.84%,AA,1.21,16.9%,13.5%,2023-09-25,100.000,3.70,2025-09-23,110.000,4.066,N,,6.88
123052,飞鹿转债,300665.sz,飞鹿股份,142.4,137.02,3.93%,A+,3.11,12.1%,9.0%,2024-06-04,100.000,4.93,2026-06-04,120.000,4.762,N,,9.16
123086,海兰转债,300065.sz,海兰信,160.11,154.06,3.93%,AA-,4.08,10.9%,9.1%,2024-12-10,100.000,5.09,2026-12-10,118.000,5.279,X,,9.45
110048,福能转债,600483.ss,福能股份,180.49,173.63,3.95%,AA+,1.52,8.6%,7.7%,2022-12-07,100.000,5.50,2024-12-06,109.000,3.268,N,,10.21
113615,金诚转债,603979.ss,金诚信,191.97,184.66,3.96%,AA,2.79,6.5%,6.5%,2024-12-23,100.000,8.86,2026-12-22,112.000,5.312,N,,16.45
132018,G三峡EB1,600900.ss,长江电力,119.91,115.53,3.96%,AAA,2.51,4.0%,4.0%,2023-04-10,100.000,11.72,2024-04-09,108.000,2.608,X,,20.09
128128,齐翔转2,002408.sz,齐翔腾达,183.3,175.91,4.20%,AA,2.62,3.2%,3.1%,2024-08-19,100.000,5.58,2026-08-19,110.000,4.970,N,,10.36
128113,比音转债,002832.sz,比音勒芬,183.21,175.75,4.24%,AA,5.08,3.2%,2.1%,2024-06-14,100.000,10.22,2026-06-14,112.000,4.789,N,,18.98
128111,中矿转债,002738.sz,中矿资源,433.221,415.56,4.25%,AA-,5.85,0.9%,0.7%,2024-06-10,100.000,10.79,2026-06-10,118.000,4.778,N,,20.05
110070,凌钢转债,600231.ss,凌钢股份,136.12,130.48,4.32%,AA,1.16,2.2%,2.2%,2024-04-12,100.000,1.88,2026-04-12,112.000,4.616,X,,3.50
127030,盛虹转债,000301.sz,东方盛虹,239.7,229.65,4.38%,AA+,8.06,8.9%,3.2%,2025-03-21,100.000,9.87,2027-03-22,108.000,5.559,X,,18.33
127040,国泰转债,002091.sz,江苏国泰,169.95,162.31,4.71%,AA+,2.48,20.6%,19.9%,2025-07-07,100.000,6.31,2027-07-06,108.000,5.849,X,,11.73
123070,鹏辉转债,300438.sz,鹏辉能源,178.331,169.92,4.95%,AA,5.82,6.8%,5.2%,2024-10-21,100.000,14.06,2026-10-19,110.000,5.137,N,,26.10
123103,震安转债,300767.sz,震安科技,209.947,199.98,4.98%,A+,18.48,2.1%,1.2%,2025-03-11,100.000,39.82,2027-03-11,115.000,5.529,X,,73.96
113621,彤程转债,603650.ss,彤程新材,186.63,177.68,5.04%,AA,13.90,1.6%,1.6%,2025-01-27,100.000,22.83,2027-01-25,110.000,5.405,N,,42.41
123051,今天转债,300532.sz,今天国际,136.31,129.77,5.04%,A+,3.55,15.1%,9.1%,2024-06-03,100.000,6.09,2026-06-03,116.000,4.759,X,,11.31
