id,name,stock_id,stock_name,price,convert_value,premium_rt,rating_cd,pb,convert_amt_ratio,convert_amt_ratio2,next_put_dt,put_price,put_convert_price,maturity_dt,redeem_price,last_time,force_redeem,redeem_dt,force_redeem_price
123102,华自转债,300490.sz,华自科技,284.3,302.38,-5.98%,AA-,3.78,9.6%,9.3%,2025-03-11,100.000,6.47,2027-03-11,119.000,5.507,X,,12.03
127029,中钢转债,000928.sz,中钢国际,188.9,192.02,-1.63%,AA+,2.41,6.8%,6.8%,2025-03-18,100.000,4.12,2027-03-18,113.000,5.526,X,,7.66
123079,运达转债,300772.sz,运达股份,271.0,274.67,-1.34%,AA,7.30,0.5%,0.3%,2024-11-29,100.000,10.58,2026-11-30,110.000,5.230,Y,2021-09-08,19.66
113048,晶科转债,601778.ss,晶科科技,181.24,183.39,-1.17%,AA,2.38,17.1%,10.8%,2025-04-22,100.000,3.84,2027-04-22,112.000,5.622,X,,7.12
110041,蒙电转债,600863.ss,内蒙华电,146.25,147.66,-0.95%,AAA,1.52,8.5%,8.5%,2021-12-21,100.000,1.79,2023-12-21,106.000,2.285,X,,3.33
113572,三祥转债,603663.ss,三祥新材,167.73,169.27,-0.91%,A+,6.72,3.5%,3.5%,2024-03-11,100.000,9.86,2026-03-11,108.000,4.507,Y,2021-09-23,18.32
113039,嘉泽转债,601619.ss,嘉泽新能,155.32,156.65,-0.85%,AA,2.86,4.3%,4.2%,2024-08-23,100.000,2.42,2026-08-23,108.000,4.959,X,,4.50
113525,台华转债,603055.ss,台华新材,200.22,201.93,-0.85%,AA,4.05,3.7%,3.4%,2022-12-17,100.000,5.45,2024-12-16,110.000,3.274,N,,10.11
110033,国贸转债,600755.ss,厦门国贸,134.97,136.01,-0.77%,AAA,0.65,6.5%,6.2%,2020-01-05,100.000,4.70,2022-01-05,108.000,0.326,X,,8.74
132014,18中化EB,601117.ss,中国化学,190.43,192.15,-0.72%,AAA,1.75,2.5%,2.5%,2022-04-24,100.000,4.99,2023-04-24,106.000,1.625,N,,9.27
113528,长城转债,603897.ss,长城科技,216.79,218.12,-0.61%,AA-,4.25,5.9%,5.9%,2023-03-01,100.000,16.34,2025-03-01,112.000,3.479,N,,30.36
113612,永冠转债,603681.ss,永冠新材,171.78,172.32,-0.31%,AA-,3.97,3.6%,1.6%,2024-12-09,100.000,14.41,2026-12-07,115.000,5.249,Y,2021-09-09,26.77
120004,20华菱EB,000932.sz,华菱钢铁,169.6,170.12,-0.31%,AAA,1.45,3.1%,2.6%,2024-01-09,100.000,3.44,2025-01-08,110.000,3.337,X,,6.40
127018,本钢转债,000761.sz,本钢板材,137.28,137.65,-0.27%,AAA,1.16,25.0%,22.4%,2024-06-28,100.000,3.51,2026-06-28,119.000,4.805,X,,6.53
123030,九洲转债,300040.sz,九洲集团,230.001,230.5,-0.22%,AA-,2.14,1.8%,1.4%,2023-08-21,100.000,2.80,2025-08-19,115.000,3.948,Y,2021-09-14,5.20
120003,19华菱EB,000932.sz,华菱钢铁,187.0,187.25,-0.13%,AAA,1.45,4.2%,3.5%,2023-11-24,100.000,3.13,2024-11-22,110.000,3.208,X,,5.81
