110072,广汇转债,30,20
111001,山玻转债,10,0
113026,核能转债,10,0
113585,寿仙转债,20,0
113607,伟20转债,0,0
113610,灵康转债,10,0
113633,科沃转债,10,10
123098,一品转债,20,10
127034,绿茵转债,10,10
127049,希望转2,0,0
128085,鸿达转债,20,10
128087,孚日转债,20,20
128096,奥瑞转债,0,0
128100,搜特转债,20,30
128129,青农转债,0,10
128127,文科转债,10,10
128133,奇正转债,10,10
132018,G三峡EB1,30,0
