date,min,pt2,pt5,pt10,quartile,median,mean,max
2021-11-17,128.50781330253218,146.31815354353643,150.44783630196955,155.21547735552184,162.54770629855625,173.6097524655133,193.9363123350053,593.4790012319027
2021-11-18,128.22989259064363,146.71142138040958,150.58355406787297,154.9370606593276,161.95408678958555,173.77149869423275,195.02863371031083,604.2990853080569
2021-11-19,128.49697701115872,147.34052340075982,151.54578237099895,155.55461237018665,162.68247209578595,174.72000086909873,195.68843532513603,599.2106750262451
2021-11-23,130.93443025260441,147.1260348931437,151.8191928300203,156.79379103829035,163.9093524984132,175.34939926783883,198.16622127326576,610.3239783783783
2021-11-24,133.35494142797765,149.4317294719849,152.2366126255313,156.82010776211288,164.7421203136743,175.85686482707592,198.17338073734626,613.0410049180327
2021-11-26,132.58042513679837,147.89814984016522,152.7745020906172,157.24974516099462,165.3548527209002,176.8935575069472,198.59282010868066,600.0860561530385
2021-11-29,132.2877646400425,148.5307386129656,153.41228047987798,158.47723887283902,166.6083376395856,177.8031007065941,200.75816619801864,599.5542997658079
2021-11-30,132.54328724288473,148.54536022875317,153.95698078308507,158.45362814039007,166.92467548450088,178.3567874679256,200.95469277892363,586.9410123677608
2021-12-02,132.9955899540269,151.17184264592666,155.2094828908188,160.01912892397715,168.13384031320592,178.57181291856358,201.83539849807255,588.8177817003141
2021-12-03,132.82784785057174,150.06665798286028,154.91804882383104,159.62458471587945,167.90809587024387,178.92610566257025,202.22519829598585,584.7134115714287
2021-12-04,132.1801200051427,149.45133979106177,155.8617327824617,159.94086737424092,167.83762689481466,179.08065230283563,202.20585259173907,589.7311492017091
2021-12-06,128.9777735597969,147.92027834873954,153.4826921159267,158.2433433303896,166.05444241220744,177.1034927812043,199.6436621135657,600.7966544227029
2021-12-07,126.1400725766763,145.19123423774678,150.64697146843167,155.33594414849043,162.2762179520009,175.02685944515787,195.18687103577471,597.8196552646889
2021-12-08,125.70778955007857,145.87320657098527,150.42778001695822,154.69976197770035,162.29592667207845,173.526555282071,194.51942455971383,578.2950735247134
2021-12-09,126.36304082909912,145.75303660970965,150.07035379891653,155.34315350297712,163.2618434309884,174.3794923524207,194.69945280061046,578.2526575063496
2021-12-10,127.8361569395886,147.9669806722859,152.2049914979656,157.3061381523488,165.4815005279853,176.1749264188262,197.02399299605352,594.2932251212192
2021-12-13,128.97782805194805,147.80247775847636,152.72833729554762,156.93479546119275,165.93497759718866,175.975881651711,197.59770799337693,593.1211488622754
2021-12-14,124.24658911939034,145.9313721866238,150.77785269902125,155.23010662209273,164.92759049411404,174.9101738565924,195.83264294538864,574.0995175975247
2021-12-15,121.59331756270868,146.59047267334435,150.68223969298208,156.09055380618886,164.71868784697432,175.41072905075498,196.03766985745926,580.8902554933991
2021-12-16,118.38217610030708,145.08663254260279,151.2899046184579,155.8958923854354,164.2571171044128,175.47691421895863,196.01258579366998,573.5889520798669
2021-12-17,117.32057212573812,145.2380460504898,151.0475280196402,155.95287771219049,164.58363126102492,176.68135904024842,196.34903631866908,579.8868065825068
2021-12-20,114.20055286304076,144.76719257845997,150.48892078536417,155.24710650554113,164.15366919762602,176.38202240735984,195.39921299729502,586.747877777271
2021-12-21,111.02643936787945,142.40643402472347,151.22266612084664,155.14812237992433,164.19991535712978,176.2439373900854,195.412303594111,552.4814329502102
2021-12-22,111.67114378418059,143.838889377131,150.4774857375948,155.29903860144967,164.70122280749231,175.92831020916458,195.69186502677815,551.9729276590961
2021-12-23,112.24915697337441,144.7592488828948,152.23063661672253,156.8630133347842,165.5172690717992,178.0236112460001,198.13198066166524,564.4756163934426
2021-12-24,111.25126655922942,146.00654988664655,152.52207582027623,157.94803980887048,167.2328655404258,178.88316414587334,198.10742437046505,572.3255025523969
2021-12-25,111.25126655922942,146.00654988664655,152.52207582027623,157.94803980887048,167.2328655404258,178.88316414587334,198.10659495438776,572.3255025523969
2021-12-27,111.02276705882352,146.0965182380925,152.06196500863038,157.2303590057786,166.77434239165353,178.26419896341463,196.55634738070722,560.1431094048321
2021-12-28,110.28113420122743,146.2789535566977,152.59923336317263,157.56506704663215,165.67679439034356,177.6301461491771,196.21681632461903,549.8379469524027
2021-12-29,110.44962828659274,146.79775173244937,152.37986520649707,156.29131181655222,165.43777357787036,177.55777996744737,195.64274086167845,548.0230740466577
2021-12-30,111.1661705566184,147.0056856276512,153.01684759234257,156.57741331596236,165.44029107089733,177.48562549649398,195.39933605353457,535.545345714605
2021-12-31,110.4364609144543,148.53359307098103,154.28736174898842,158.17747225960684,166.39230318861345,178.238969975228,197.13449260653073,531.4500622168196
2022-01-04,110.63266649954423,150.10705199545106,153.71065918238668,158.5499144344591,166.18129113522014,177.72045990118264,196.83938031178238,531.4232682789606
